PeakID,Chromosome,Start Position,Stop Position,T0 min,T4 min,T12 min,T20 min,T40 min,T60 min
Msn2-chr16-877545,chr16,877354,877736,0.008540994,-0.566429212,0.444320132,0.160882794,0.469480335,-0.18067963
Msn2-chr14-730841,chr14,730666,731016,-0.197426387,-0.563503758,0.208748386,0.577833221,-0.268862827,-0.466190616
Msn2-chr12-548169,chr12,547946,548392,-0.077361616,-0.561236814,0.021394907,0.180657809,-0.316166884,0.968766139
Msn2-chr04-971833,chr04,971626,972040,-0.176235226,-0.556780606,-0.252601509,0.259757087,0.27696708,0.092322658
Msn2-chr10-254201,chr10,253962,254440,-0.06922875,-0.555692249,0.342926136,0.59106077,-0.046199265,-0.346564482
Msn2-chr02-292889,chr02,292682,293096,-0.110021436,-0.551855375,-0.179830441,0.722399111,-0.063879273,-0.253201711
Msn2-chr07-748905,chr07,748714,749096,0.428161894,-0.551239698,-0.293382574,-0.122821045,-0.180631645,-0.396920052
Msn2-chr03-292377,chr03,292106,292648,-0.728161763,-0.543895762,-0.318792355,0.378478413,-0.384301042,-0.178120703
Msn2-chr04-513145,chr04,512938,513384,0.292017063,-0.541385686,0.170747338,0.391717242,-0.077194436,0.554289489
Msn2-chr04-337113,chr04,336874,337352,0.464228903,-0.53563027,0.271823499,0.140421819,0.235724357,0.201612412
Msn2-chr04-917513,chr04,917290,917736,-0.13156287,-0.527756742,-0.245181946,0.575459552,0.058624299,-0.159269743
Msn2-chr05-298361,chr05,298090,298632,-0.13274263,-0.517833295,0.373492987,0.436247525,-0.039751874,-0.567597135
Msn2-chr16-30105,chr16,29866,30344,0.035911032,-0.515415183,0.3871763,0.331889677,0.366224044,0.142240792
Msn2-chr06-248297,chr06,248106,248488,-0.115873721,-0.512321034,0.030284587,0.317291789,0.047854758,0.872022687
Msn2-chr03-169817,chr03,169578,170056,0.411706865,-0.504199374,0.073732195,0.24015415,0.171363228,0.367052672
Msn2-chr12-589321,chr12,589002,589640,-0.480218698,-0.499319231,0.317103957,0.753480159,0.073136382,-0.10069031
Msn2-chr04-1487337,chr04,1487082,1487592,-0.59338595,-0.496164755,-0.354149805,0.428421016,-0.466230021,-1.184270368
Msn2-chr02-578009,chr02,577770,578248,-0.173403148,-0.495712583,-0.100407664,-0.114863962,0.101246587,0.581821717
Msn2-chr06-169161,chr06,168938,169384,-0.032186436,-0.492597399,0.154669791,-0.177567875,0.121431068,0.982132346
Msn2-chr12-494617,chr12,494442,494824,0.406641345,-0.491351127,0.209727936,0.514363005,0.464759704,1.03100789
Msn2-chr05-274281,chr05,274090,274472,-0.211331977,-0.488151216,0.297421025,0.676502823,0.067957988,0.107897563
Msn2-chr12-569513,chr12,569066,569960,-0.001836092,-0.487962481,-0.078360177,0.657439431,0.46977683,1.104731178
Msn2-chr11-155137,chr11,154890,155368,0.220780024,-0.486524375,0.056378582,0.417863653,0.479693979,0.145930235
Msn2-chr04-1228953,chr04,1228714,1229192,-0.526445378,-0.485747667,0.297506996,0.543124081,-0.286948678,-0.290178383
Msn2-chr16-475145,chr16,474922,475368,-0.287367648,-0.483212066,0.41656767,0.615482071,-0.239613488,-0.146309357
Msn2-chr04-778617,chr04,778410,778824,0.074530724,-0.482576166,0.328335843,0.365123807,0.254435618,0.129839677
Msn2-chr15-498777,chr15,498602,498952,0.126242212,-0.480683623,-0.224108961,-0.056804489,-0.129496094,0.840320077
Msn2-chr09-144409,chr09,144170,144648,-0.091564548,-0.478602059,-0.044579214,-0.312815174,-0.324468347,0.732990303
Msn2-chr10-610969,chr10,610730,611208,-0.068888418,-0.478469844,0.563311968,0.744167238,0.100219556,0.197791475
Msn2-chr16-308393,chr16,308138,308648,-0.343058445,-0.477539335,0.396353487,0.359789484,0.144873588,-0.292097286
Msn2-chr06-31225,chr06,30954,31496,-0.335617018,-0.47406234,0.583474699,0.435768595,-0.03970703,-0.959085579
Msn2-chr07-803913,chr07,803690,804136,0.085823529,-0.472238552,-0.062845859,0.260610684,0.399756539,0.687418727
Msn2-chr11-232777,chr11,232522,233032,0.204812865,-0.468626874,-0.289512391,-0.001064256,-0.096577535,0.634758697
Msn2-chr15-17465,chr15,17226,17704,0.322741577,-0.468508822,0.213720288,0.279933221,0.154473537,-0.132858656
Msn2-chr12-730617,chr12,730378,730856,-0.590520255,-0.466675283,0.303902098,0.361562509,-0.47020818,-0.856311131
Msn2-chr14-157849,chr14,157610,158088,-0.014144398,-0.466139818,0.125061164,0.381933622,0.417446341,0.181225874
Msn2-chr04-718857,chr04,718602,719112,-0.297465185,-0.461540278,-0.040825346,0.643687335,0.144193448,-0.019180793
Msn2-chr16-733193,chr16,732970,733416,-0.165729227,-0.459610256,-0.052270549,-0.258085358,0.207020644,0.116097762
Msn2-chr16-720505,chr16,720330,720680,-0.28716812,-0.459236227,0.370599234,0.733315137,0.361771294,0.369405675
Msn2-chr14-28761,chr14,28554,28968,-0.329505908,-0.456567746,-0.360336049,-0.258793687,-0.422850715,-0.55358483
Msn2-chr11-155609,chr11,155434,155784,0.281089951,-0.449975386,0.318981013,0.592425761,0.335961511,0.110871924
Msn2-chr14-616417,chr14,616170,616552,0.508820643,-0.448344598,0.365635558,0.051731711,0.253754483,1.074587095
Msn2-chr15-712473,chr15,712298,712648,0.250134626,-0.445860954,0.443219796,0.294267909,0.460906852,1.209527093
Msn2-chr11-360281,chr11,360106,360456,0.407314098,-0.44571232,0.029241905,0.239254117,0.267724679,1.085597231
Msn2-chr14-132729,chr14,132490,132968,-0.150299726,-0.44568738,-0.144033473,-0.406543782,-0.205335187,0.641038894
Msn2-chr04-630825,chr04,630538,631112,-0.149409394,-0.443188137,0.58607495,0.508717423,0.037571086,0.336361365
Msn2-chr10-610793,chr10,610538,611048,0.109548132,-0.442410321,0.391347888,0.749506037,0.014515016,0.120143182
Msn2-chr16-282281,chr16,281994,282568,0.333563592,-0.44123743,-7.83E-05,0.136685519,-0.128166967,-0.107073822
Msn2-chr04-1189801,chr04,1189482,1190120,-0.054879585,-0.440867122,0.953342917,1.001016287,0.081850994,-0.073127376
Msn2-chr04-1290857,chr04,1290602,1291112,-0.588296205,-0.43714255,-0.278254302,-0.267744649,-0.036020114,-0.745321201
Msn2-chr14-718873,chr14,718570,719176,-0.357228069,-0.436929352,-0.06690177,0.714144847,-0.161818548,-0.053231686
Msn2-chr05-407305,chr05,407082,407528,0.364521749,-0.430665944,-0.145823001,0.161936425,-0.037564985,0.788858836
Msn2-chr04-541321,chr04,541098,541544,0.095108398,-0.429514674,0.222381121,0.689896754,-0.080791983,-0.070978194
Msn2-chr13-297625,chr13,297386,297864,0.255009216,-0.42911935,0.034790682,0.391274983,-0.111995851,-0.301065981
Msn2-chr12-1002153,chr12,1001962,1002344,-0.440764897,-0.428719812,0.292269196,0.19473257,-0.059010059,-0.314786469
Msn2-chr15-714201,chr15,713962,714440,-0.152559732,-0.425611782,-0.29207496,-0.003891695,-0.297439155,0.311206922
Msn2-chr15-87561,chr15,87370,87752,-0.660949756,-0.416167147,0.580731973,0.789623286,-0.101894347,-0.522001398
Msn2-chr07-475753,chr07,475434,476072,0.231423668,-0.415590561,0.356572841,0.755333215,0.268172557,0.378821304
Msn2-chr12-1043817,chr12,1043530,1044104,-0.094162699,-0.414972212,0.338345322,0.843554569,-0.111784981,0.149558457
Msn2-chr07-419337,chr07,419114,419560,0.403678678,-0.4112719,0.105106582,0.335176509,-0.012103742,0.36265687
Msn2-chr07-850681,chr07,850442,850920,-0.18613767,-0.411044428,0.462596882,0.469002598,-0.033518176,-0.108643395
Msn2-chr03-272409,chr03,272170,272648,0.033840399,-0.40926891,-0.109826674,-0.123507329,-0.354108023,0.876648109
Msn2-chr12-570505,chr12,570250,570760,0.125279056,-0.407226916,-0.286056723,0.307589788,0.357082233,0.140801284
Msn2-chr04-192137,chr04,191882,192392,0.057851182,-0.407215697,-0.035721725,0.081538774,0.435032897,0.679049244
Msn2-chr04-579113,chr04,578890,579336,-0.053601009,-0.407083694,0.512505711,0.323400682,0.195425237,0.254291398
Msn2-chr04-405481,chr04,405194,405768,-0.331355973,-0.405489708,-0.26615626,0.092508435,0.210815172,-0.094992703
Msn2-chr13-733065,chr13,732810,733320,0.228138928,-0.405334905,-0.082865571,0.040553237,-0.275142967,-0.280370816
Msn2-chr05-61425,chr05,61162,61672,0.410262249,-0.401320141,0.005470321,0.626528319,0.113593431,-0.388899071
Msn2-chr16-547945,chr16,547690,548200,0.045546999,-0.400959871,0.019094627,0.113724596,0.085843001,0.757145797
Msn2-chr13-634641,chr13,634378,634888,0.070295982,-0.399750769,0.032743244,0.13274511,0.240073086,0.796422194
Msn2-chr03-127001,chr03,126730,127272,0.106640226,-0.39925208,0.647600372,0.740237385,-0.035800116,0.198706747
Msn2-chr12-795069,chr12,794890,795208,0.457030297,-0.395073796,0.734200931,0.71511396,0.292602373,0.371473623
Msn2-chr11-618249,chr11,617994,618504,0.391606418,-0.394712478,-0.016082537,0.250586514,-0.24584842,-0.631700533
Msn2-chr12-641401,chr12,641034,641768,-0.135311002,-0.39402538,0.506151123,0.077243865,0.032451317,0.537394734
Msn2-chr16-261145,chr16,260874,261416,-0.507113693,-0.393012923,0.562662824,0.502024735,0.1629283,0.432402423
Msn2-chr10-177649,chr10,177450,177864,0.127053811,-0.392062683,0.625796645,0.772083066,0.1363439,-0.540976399
Msn2-chr12-150729,chr12,150506,150952,-0.555881669,-0.391788415,0.128524135,0.519804531,0.149658452,-0.31873535
Msn2-chr02-237385,chr02,237162,237608,0.070393664,-0.38872706,0.696978893,0.307711219,0.272894532,1.070352437
Msn2-chr07-111369,chr07,111114,111624,-0.00036589,-0.385920519,0.11829204,0.601555333,0.019877738,-0.042588019
Msn2-chr14-174409,chr14,174186,174568,0.585920193,-0.384658569,0.44205324,0.890203714,0.440097258,0.556981867
Msn2-chr16-767369,chr16,767050,767688,-0.296949788,-0.384270703,0.411851184,0.721417887,-0.033082831,0.028348346
Msn2-chr16-302633,chr16,302378,302888,0.420049866,-0.381081307,0.038116718,0.443098266,0.025948274,0.148606482
Msn2-chr04-719721,chr04,719466,719976,-0.264369761,-0.379351684,0.088628793,0.619909128,0.461103162,-0.27396971
Msn2-chr04-98329,chr04,98090,98568,-0.243087866,-0.379051027,0.509699597,0.521520825,-0.014295485,-0.463683228
Msn2-chr14-500825,chr14,500490,501160,-0.391935317,-0.378680473,0.521948182,0.451074896,-0.146527432,-0.259593051
Msn2-chr10-538585,chr10,538282,538888,0.490849121,-0.377978748,0.284643597,0.800209639,0.416956121,-0.032930296
Msn2-chr14-357145,chr14,356970,357320,-0.371018378,-0.377723123,0.40144956,0.153119473,0.058683244,0.102613557
Msn2-chr11-17337,chr11,17162,17512,-0.140409984,-0.37688726,-0.012627714,-0.003873598,0.417565408,0.424752513
Msn2-chr11-26121,chr11,25866,26376,0.453758309,-0.376541386,-0.097456962,-0.291006665,-0.340001465,-0.26211304
Msn2-chr08-512361,chr08,512042,512680,-0.065785763,-0.373900362,0.750564436,0.653664381,0.135226051,-0.394468998
Msn2-chr07-43065,chr07,42826,43304,0.128048985,-0.37369062,0.126504808,0.099538632,0.021086889,0.130491228
Msn2-chr11-481545,chr11,481322,481768,0.247709955,-0.369724214,0.057096812,0.487238372,0.08001203,0.470396851
Msn2-chr07-110733,chr07,110410,110952,0.658653629,-0.368617151,0.671374403,0.726751597,0.514294129,0.512123062
Msn2-chr11-462249,chr11,462058,462440,0.250343788,-0.368319322,0.519079006,0.494339698,0.486305885,0.740003665
Msn2-chr11-579161,chr11,578922,579400,-0.240987091,-0.367190291,-0.112725335,0.038621323,-0.04972304,0.968863968
Msn2-chr05-167289,chr05,167018,167560,0.249459145,-0.363935109,0.028716504,0.040407074,0.326167112,0.07133657
Msn2-chr15-915401,chr15,915178,915624,-0.231180516,-0.363307462,0.403487061,0.176533414,-0.047987372,0.084424518
Msn2-chr07-758985,chr07,758762,759208,-0.194393237,-0.362775058,-0.116403916,0.117166806,0.220585756,-0.294042281
Msn2-chr09-28889,chr09,28426,29352,-0.306578881,-0.361992827,0.60241813,0.886551295,0.155081484,-0.09278573
Msn2-chr12-560361,chr12,560170,560552,0.316342131,-0.361837302,0.04243607,0.235493566,0.27289253,0.170962751
Msn2-chr14-476137,chr14,475946,476328,-0.080479145,-0.361182163,-0.188025549,0.174607738,-0.352438416,0.812528521
Msn2-chr11-185817,chr11,185610,186024,-0.393856971,-0.360198308,0.457089188,0.133455008,-0.224344581,0.127977436
Msn2-chr09-167705,chr09,167434,167976,0.275258454,-0.354168241,-0.230463294,-0.000934173,-0.346209335,0.064264052
Msn2-chr15-1054329,chr15,1054058,1054600,-0.532542229,-0.353966392,0.290567182,0.703659777,-0.228857845,-0.65239002
Msn2-chr08-77545,chr08,77290,77800,0.052321276,-0.352289803,0.116068321,0.006064636,-0.136837459,0.871934807
Msn2-chr07-879609,chr07,879434,879784,-0.07184071,-0.350962414,0.519833182,0.696216124,0.133533352,-0.071871965
Msn2-chr08-71577,chr08,71338,71816,0.296235709,-0.348882371,0.069189486,0.281881297,0.099529343,1.112695414
Msn2-chr13-297137,chr13,297002,297384,0.083693051,-0.348365314,0.451039015,0.728406637,0.077837971,-0.317546348
Msn2-chr02-88073,chr02,87818,88328,-0.185782978,-0.347769903,0.382810395,0.45540785,0.094231045,-0.759096973
Msn2-chr08-115305,chr08,115018,115592,-0.159616079,-0.34714512,0.239852396,0.51698601,-0.193286853,-0.741848019
Msn2-chr13-236377,chr13,236042,236712,-0.274391039,-0.346414041,0.439996539,0.461049508,-0.1226829,-0.325178071
Msn2-chr08-413385,chr08,413098,413672,0.076495518,-0.344148887,-0.229730818,0.182759229,-0.198792359,-0.121207337
Msn2-chr09-68889,chr09,68618,69160,0.425295704,-0.343849806,0.031414401,0.161213431,-0.04833728,-0.387350839
Msn2-chr16-254569,chr16,254282,254856,-0.283016389,-0.340900709,0.612938276,0.337853755,-0.136851435,-0.592986012
Msn2-chr08-382385,chr08,382346,382824,0.403876445,-0.33924726,0.126712414,0.587776165,-0.172056772,-0.199993471
Msn2-chr02-643705,chr02,643466,643944,0.09443635,-0.339039037,-0.047966002,0.291223291,-0.048274584,0.271108849
Msn2-chr09-154969,chr09,154794,155144,-0.38079926,-0.333623544,0.445731179,0.303765264,-0.261756631,-0.278102145
Msn2-chr04-1515449,chr04,1515242,1515656,0.105876032,-0.33252275,-0.002588636,0.163855559,0.293580917,0.203266221
Msn2-chr04-1493721,chr04,1493546,1493896,0.243298665,-0.331142248,0.362536707,0.291205335,-0.248311086,0.564223739
Msn2-chr01-101609,chr01,101354,101864,-0.242178839,-0.33058396,-0.173364701,0.108071881,-0.158305299,0.344501664
Msn2-chr12-39545,chr12,39242,39848,-0.683195654,-0.32894246,0.526087324,0.425606514,0.039919243,0.084308961
Msn2-chr03-273529,chr03,273290,273768,0.04968126,-0.326695856,-0.255970888,0.166388947,-0.087961624,0.046771234
Msn2-chr12-881833,chr12,881642,882024,-0.098619565,-0.324293235,-0.29525167,-0.098568038,-0.083744996,-0.01820117
Msn2-chr16-726633,chr16,726442,726824,-0.098372269,-0.324026779,-0.055825595,-0.035977079,0.264055779,0.286732178
Msn2-chr14-64393,chr14,64202,64584,0.604666082,-0.323189431,0.402348575,0.079240127,0.152297109,0.305193135
Msn2-chr14-545369,chr14,545002,545736,0.278420602,-0.322605286,0.581482058,0.314912614,0.089363303,0.04383024
Msn2-chr12-674137,chr12,673898,674376,-0.433928303,-0.322203771,0.294504388,0.190335613,-0.200377074,-0.407445007
Msn2-chr11-134361,chr11,134122,134600,-0.097214186,-0.319785596,0.055682692,0.467183221,0.143054129,0.561660155
Msn2-chr03-126137,chr03,125898,126376,0.176413191,-0.319043075,0.271271954,0.485742067,-0.019386068,0.99663745
Msn2-chr07-836985,chr07,836746,837224,-0.559544889,-0.314056783,0.425056763,0.300548205,-0.152957734,-0.712802232
Msn2-chr12-534521,chr12,534346,534696,-0.557674986,-0.313510674,0.573959462,0.144863248,-0.172376991,-0.202757041
Msn2-chr16-173289,chr16,172874,173704,0.521188659,-0.312828134,0.258401808,0.216541476,-0.104109466,-0.294295862
Msn2-chr02-691641,chr02,691402,691880,-0.06895959,-0.311796638,0.092807647,-0.110100854,0.04935903,0.845328801
Msn2-chr02-407737,chr02,407498,407976,-0.191169847,-0.310603542,1.112628888,1.027752393,0.246672564,-0.109023265
Msn2-chr15-1000777,chr15,1000522,1001032,0.029142611,-0.310362032,-0.316476375,0.21448163,0.100297978,0.791172155
Msn2-chr04-1052265,chr04,1052042,1052488,0.015338151,-0.309214997,0.455896715,0.204864054,0.052117874,0.352765077
Msn2-chr14-62793,chr14,62570,63016,0.242699306,-0.307204269,-0.200019053,-0.028383634,-0.343313344,-0.135085568
Msn2-chr07-880073,chr07,879786,880360,-0.092591317,-0.307098605,0.504370117,0.341107776,-0.070862418,0.284311437
Msn2-chr08-121609,chr08,121386,121832,0.232669178,-0.304804298,0.288113722,0.233779039,-0.038286516,-0.066287219
Msn2-chr06-137844,chr06,137290,137832,0.436602468,-0.303997611,0.628569583,0.666366051,0.547772442,0.553896051
Msn2-chr12-833721,chr12,833514,833928,-0.410836239,-0.30352993,0.524667012,0.423796366,-0.204978549,-0.467684687
Msn2-chr02-266399,chr02,266186,266600,0.751136468,-0.29376368,0.90275282,1.091656018,0.868225645,1.075424503
Msn2-chr11-158505,chr11,158282,158728,-0.016545661,-0.293040128,0.633806546,0.150765388,-0.076214861,0.198688147
Msn2-chr10-228137,chr10,227978,228360,0.607683538,-0.293020701,0.6426443,0.781579959,0.511322154,0.468228434
Msn2-chr07-148777,chr07,148586,148968,0.350603293,-0.290109204,0.085810816,0.112446549,-0.134949601,-0.083414166
Msn2-chr15-971481,chr15,971306,971656,0.416101545,-0.289960415,0.212299058,0.590697621,0.168005301,0.255063914
Msn2-chr15-418025,chr15,417546,418504,-0.305369505,-0.28967236,0.831671731,0.434067026,0.013236055,-0.131762552
Msn2-chr10-617849,chr10,617610,618024,0.678311161,-0.288491017,1.000515506,1.040926666,0.914560921,1.081969481
Msn2-chr07-400169,chr07,399978,400360,-0.604382175,-0.287973859,0.136156383,0.4035421,-0.15671676,-0.242389672
Msn2-chr04-873033,chr04,872810,873256,0.426357897,-0.287038683,0.197917288,0.626782441,0.342644833,0.205190924
Msn2-chr12-63049,chr12,62826,63272,-0.232114133,-0.286498786,0.003837082,-0.053343993,0.13665524,0.664619234
Msn2-chr09-256777,chr09,256522,257032,0.243153744,-0.285918596,0.04131255,0.050758072,0.027653914,-0.741825664
Msn2-chr14-500537,chr14,500330,500744,0.148492183,-0.284299141,0.339636121,0.750194445,0.103910971,0.237471726
Msn2-chr16-828025,chr16,827818,828232,0.045842933,-0.283291442,0.499422851,0.451752226,-0.060973865,-0.032649555
Msn2-chr13-371193,chr13,370954,371432,-0.077609667,-0.282752839,-0.088032752,0.13868406,-0.004982345,0.712575674
Msn2-chr12-547577,chr12,547370,547784,-0.979509882,-0.281600644,-0.223561413,-0.391776047,-0.587561656,-0.950403409
Msn2-chr15-38649,chr15,38250,39048,-0.23716112,-0.281578417,0.64057791,0.341215029,0.108118106,0.120700171
Msn2-chr08-410905,chr08,410730,411080,-0.061249559,-0.28109598,0.281270169,0.611211579,0.032070531,0.139402755
Msn2-chr12-899305,chr12,899114,899496,0.010646286,-0.28033265,0.362892113,0.553572942,0.072074534,-0.102736322
Msn2-chr07-425225,chr07,424970,425480,-0.129830454,-0.277956585,0.10073425,-0.024138014,0.297629942,0.706931955
Msn2-chr10-30905,chr10,30314,31496,-0.210608362,-0.276296156,0.527646724,0.429148738,-0.112125644,-0.034452964
Msn2-chr14-434601,chr14,434410,434792,-0.098253973,-0.271906041,0.52458184,0.299218151,-0.066534231,-0.275693096
Msn2-chr16-607209,chr16,607018,607400,0.007058713,-0.2707765,-0.076583651,0.230062404,0.635052178,0.331910048
Msn2-chr16-743193,chr16,742986,743400,0.408221053,-0.269762433,0.270472249,-0.092903252,0.41998032,0.841744544
Msn2-chr08-401177,chr08,400906,401448,-0.547773616,-0.269760152,0.612987561,0.24036406,0.043131245,0.030912843
Msn2-chr07-105113,chr07,104938,105288,0.431119031,-0.269314669,-0.059150104,-0.044881039,0.117609024,0.583372344
Msn2-chr09-99289,chr09,99050,99528,0.36362696,-0.268938641,-0.017019241,-0.088954867,-0.11738469,0.102287773
Msn2-chr14-738553,chr14,738314,738792,-0.277803774,-0.268499867,0.005191909,-0.147545094,-0.096273486,0.545693714
Msn2-chr14-365689,chr14,365450,365928,0.204249373,-0.266177142,0.349239965,0.294745156,0.191872599,0.971484939
Msn2-chr15-664937,chr15,664682,665192,0.064057199,-0.265486917,0.220467195,0.619458144,0.028669343,-0.024709705
Msn2-chr15-136169,chr15,135882,136456,0.228413006,-0.265449956,0.195029649,0.312072196,-0.078580758,0.053484418
Msn2-chr13-411273,chr13,411050,411464,0.463271585,-0.262678211,0.954200123,0.749619845,0.229985795,-0.226931447
Msn2-chr10-581689,chr10,581514,581864,-0.354015332,-0.262444597,0.190785016,0.15306913,-0.28364249,-0.57744093
Msn2-chr04-210985,chr04,210794,211176,-0.23517684,-0.260198374,0.382992076,0.627151106,0.263504481,0.620267373
Msn2-chr07-671785,chr07,671562,672008,0.269026654,-0.258629728,0.245769797,0.604831725,-0.027933918,-0.167462528
Msn2-chr16-720697,chr16,720522,720872,0.026030877,-0.257909158,0.477299642,0.629315369,0.368926854,0.750950949
Msn2-chr06-142585,chr06,141994,142472,0.421813485,-0.256633805,0.056487695,0.203285451,0.35214224,0.132237046
Msn2-chr10-413129,chr10,412874,413384,0.490314934,-0.255972304,0.411506384,0.512511151,0.038947542,0.839711555
Msn2-chr04-588777,chr04,588394,589160,-0.226809754,-0.254817964,0.320484512,0.873228822,0.071003017,-0.032463911
Msn2-chr07-423817,chr07,423562,424072,-0.294469506,-0.254406476,0.450694481,0.456098343,-0.093752198,0.240570813
Msn2-chr15-484937,chr15,484714,485160,0.231626455,-0.253750346,0.059081234,-0.000771673,0.110112477,0.910325503
Msn2-chr04-570169,chr04,569962,570376,0.268710168,-0.248435814,0.447272093,0.485009226,0.074222043,0.706497162
Msn2-chr05-52185,chr05,51850,52520,0.230720908,-0.246848919,-0.244453716,0.121605371,-0.303281301,0.272740318
Msn2-chr12-348585,chr12,348266,348904,-0.036009367,-0.246082976,0.513812149,0.41870661,0.085424129,0.326226843
Msn2-chr04-833257,chr04,833066,833448,0.554875226,-0.246078664,-0.042441597,0.058207167,0.288895041,-0.069159358
Msn2-chr13-501225,chr13,500970,501480,0.250553158,-0.245308423,0.062776637,-0.019743046,-0.202028615,0.167313465
Msn2-chr12-977513,chr12,977322,977704,0.364355084,-0.24470851,-0.035101856,0.281117957,0.17796903,0.165676472
Msn2-chr06-85401,chr06,85194,85608,-0.203298222,-0.244202659,-0.471289173,-0.16486521,-0.174864876,1.171005666
Msn2-chr11-282697,chr11,282442,282952,-0.07292244,-0.242953811,0.364019759,0.187371653,-0.003300706,-0.573014828
Msn2-chr07-984777,chr07,984554,985000,-0.067532332,-0.242082752,0.516620951,0.357322519,-0.417735121,-0.245188031
Msn2-chr04-929073,chr04,928874,929288,-0.165048497,-0.239833841,-0.022457891,0.209784111,-0.126760138,0.321320233
Msn2-chr14-104841,chr14,104586,105096,0.553986076,-0.237350597,0.671637433,0.773508995,0.526727355,0.703347811
Msn2-chr16-685385,chr16,685130,685640,0.262448805,-0.236734427,0.51807161,0.364375315,0.089141712,0.591997127
Msn2-chr09-321993,chr09,321610,322376,0.005010519,-0.23543732,0.556563266,0.103663241,-0.179458136,-0.478188703
Msn2-chr04-1087177,chr04,1086890,1087464,-0.193594992,-0.234731177,0.634833486,0.492557393,-0.006100598,-0.297591951
Msn2-chr12-669513,chr12,669226,669800,0.029247091,-0.234669028,0.494054164,0.430603024,0.120505332,0.230930986
Msn2-chr07-557321,chr07,557034,557608,0.355563767,-0.233626407,0.654321564,0.456536968,0.162294639,-0.018521559
Msn2-chr02-60825,chr02,60586,61064,-0.179129272,-0.231394279,0.069971523,0.709013699,-0.079818032,-0.3126829
Msn2-chr04-1450713,chr04,1450474,1450952,0.535561011,-0.229529375,0.27391017,0.206554947,-0.155090681,-0.050943129
Msn2-chr03-89049,chr03,88842,89256,0.418971175,-0.227892487,-0.047980228,0.271308169,0.267303036,0.227119671
Msn2-chr13-99465,chr13,99242,99688,-0.305714133,-0.227669736,-0.031766883,0.190468781,0.095237393,-0.288436966
Msn2-chr01-189609,chr01,189418,189800,-0.198473941,-0.223080361,0.001183812,0.460151187,-0.01125054,-0.115542621
Msn2-chr12-273833,chr12,273642,274024,-0.020138311,-0.222885503,-0.101224725,-0.008752867,-0.149176042,0.889467531
Msn2-chr12-549481,chr12,549258,549704,0.342187329,-0.222668261,0.196056815,0.463780493,0.274097954,0.109102954
Msn2-chr12-820905,chr12,820618,821192,-0.066487944,-0.221982928,0.393909752,0.253481535,0.255503949,0.132972103
Msn2-chr03-85961,chr03,85802,86216,0.51460659,-0.221751876,0.455453509,0.656497303,0.404209242,0.183365067
Msn2-chr02-764665,chr02,764490,764840,-0.232909226,-0.219933421,0.381281226,0.497208962,0.070829354,0.127724915
Msn2-chr10-111161,chr10,110890,111432,0.20248335,-0.217895802,1.224235837,1.22042442,0.558738221,0.156739297
Msn2-chr07-836185,chr07,835946,836424,0.07755311,-0.217689109,-0.054269464,-0.104791401,-0.314351668,-0.615319976
Msn2-chr08-91961,chr08,91722,92200,0.243949068,-0.217121197,0.324886589,0.718259985,0.210873201,0.085625502
Msn2-chr02-80697,chr02,80490,80904,-0.582656121,-0.215835761,0.453849633,0.347481734,-0.320426738,-0.151053807
Msn2-chr05-99433,chr05,99274,99656,0.456881167,-0.213243271,0.476993904,0.419631888,0.365957927,0.672647462
Msn2-chr03-308889,chr03,308618,309160,-0.203095198,-0.211515716,0.22424347,0.823339441,0.113816713,0.533193214
Msn2-chr01-70681,chr01,70474,70888,-0.222230496,-0.210668418,0.209450949,0.182208382,-0.107819726,0.912702911
Msn2-chr14-462889,chr14,462634,463144,-0.037657507,-0.210312455,0.325333333,0.734467851,-0.174281214,0.249561644
Msn2-chr07-146313,chr07,146122,146504,0.11878012,-0.206591165,-0.190935223,-0.39014842,-0.058917952,0.942697436
Msn2-chr04-858009,chr04,857770,858248,-0.105612448,-0.20623951,0.586384649,0.18025695,-0.027571765,-0.057859851
Msn2-chr02-774745,chr02,774474,775016,-0.282414013,-0.206237458,0.517256535,0.029425278,0.104406536,0.255085035
Msn2-chr11-309689,chr11,309418,309960,-0.071059191,-0.206235895,0.662546883,0.100960816,-0.023422086,0.01208536
Msn2-chr08-554425,chr08,554218,554632,0.064205723,-0.205933277,0.29895404,0.351778268,-0.019689221,0.354436339
Msn2-chr14-154761,chr14,154538,154984,-0.022979192,-0.205782816,-0.046000219,0.559430685,0.148565585,0.085378338
Msn2-chr05-273849,chr05,273610,274088,0.154419166,-0.204193038,0.070259687,0.097134313,0.172049672,0.721572235
Msn2-chr02-307033,chr02,306730,307336,0.309880119,-0.203490424,0.629109609,0.257319123,0.489836406,0.440802006
Msn2-chr13-806089,chr13,805834,806344,0.050590868,-0.202553885,-0.104048511,0.025239222,-0.024053997,1.1014618
Msn2-chr12-942521,chr12,942218,942824,0.462786867,-0.201442519,0.188685779,0.541432693,0.404906087,0.168546483
Msn2-chr16-538905,chr16,538666,539144,0.257723465,-0.200969722,0.037861839,0.017721764,0.000391445,-0.428859651
Msn2-chr07-141801,chr07,141578,142024,0.064986445,-0.199130636,-0.063987603,0.155202783,0.418193195,-0.235980303
Msn2-chr02-281145,chr02,280842,281448,-0.079011834,-0.198928216,0.564915751,0.52886015,-0.053377435,-0.211554726
