Gene ID,Gene Symbol,Category,Chromosome,Loci Start,Loci End,Strand,Distance to TSS,PeakID,Significantly Enriched over WCE,T0 min,T4 min,T12 min,T20 min,T40 min,T60 min
YOR396W,YRF1-8,Exon/CD,chrxv,1090090,1090792,+,4968,Msn2-chr15-1090441,n,0.474170288,1.466805126,0.516697308,0.141093191,0.375706838,0.18589296
YIL177W-A,,Exon/CD,chrix,746,1128,+,91,Msn2-chr09-937,n,0.432431505,1.544472992,0.568739811,0.092707048,0.54838964,0.099614
YIL170W,HXT12,Exon/CD,chrix,20970,21320,+,1298,Msn2-chr09-21145,n,0.136604247,0.821652105,0.189641538,-0.097998336,0.138667961,-0.083903344
YIL169C,,Exon/CD,chrix,22922,23400,-,2945,Msn2-chr09-22785,y,0.78756996,0.603223702,0.911403813,1.062935459,0.899464827,1.373236099
YIL169C,,Exon/CD,chrix,23850,24360,-,2001,Msn2-chr09-23961,n,0.797193999,1.083889405,0.500703623,0.348131902,0.689430074,1.621522053
YIL169C,,Exon/CD,chrix,24906,25416,-,945,Msn2-chr09-25161,n,0.69903119,0.87217269,0.334995447,0.239856709,0.518237525,1.154430405
YIL169C,,Exon/CD,chrix,25098,25832,-,641,Msn2-chr09-25465,n,0.782097332,0.894924357,0.162038339,0.039156047,0.420822575,1.066722583
YIL168W,,Upstream,chrix,28426,29352,+,-143,Msn2-chr09-28889,n,-0.306578881,-0.361992827,0.60241813,0.886551295,0.155081484,-0.09278573
YIL168W,,Exon/CD,chrix,28842,29928,+,353,Msn2-chr09-29289,y,-0.054080833,0.162104851,0.568404191,0.934237694,0.62355322,0.250459797
YIL156W-B,,Exon/CD,chrix,47594,47976,+,95,Msn2-chr09-47817,n,0.614212783,0.289358657,1.170761611,0.608211022,0.507097706,0.43102137
YIL155C,GUT2,Exon/CD,chrix,53354,53864,-,99,Msn2-chr09-53609,n,0.208625753,1.98352878,0.624451134,0.222996779,0.816476389,0.651746375
YIL154C,IMP2',Upstream,chrix,54794,55400,-,-76,Msn2-chr09-55097,n,0.083679221,1.66659942,0.682389116,0.154775449,0.343266909,-0.006818916
YIL151C,ESL1,Exon/CD,chrix,60458,60840,-,45,Msn2-chr09-60649,n,0.014981709,0.922996528,0.193223718,-0.168956777,-0.098772016,0.425318094
YIL148W,RPL40A,Intron,chrix,68618,69160,+,181,Msn2-chr09-68889,n,0.425295704,-0.343849806,0.031414401,0.161213431,-0.04833728,-0.387350839
YIL147C,SLN1,Exon/CD,chrix,71946,72424,-,1268,Msn2-chr09-72185,n,0.143345677,1.292187722,0.091031165,-0.168109126,0.218415445,0.082607241
snR68,SNR68,Upstream,chrix,96746,97192,+,-142,Msn2-chr09-96985,n,0.555798172,0.256468781,0.547149829,0.140013123,0.377669843,-0.164880584
YIL133C,RPL16A,Exon/CD,chrix,98378,98952,-,751,Msn2-chr09-98665,n,0.336868867,-0.015533257,-0.109840509,-0.000784036,-0.109890714,-0.559211124
YIL133C,RPL16A,Intron,chrix,99050,99528,-,127,Msn2-chr09-99289,n,0.36362696,-0.268938641,-0.017019241,-0.088954867,-0.11738469,0.102287773
YIL126W,STH1,Exon/CD,chrix,117962,118408,+,193,Msn2-chr09-118185,n,0.493011364,0.884242684,0.323067701,0.243495484,0.201413707,1.054138509
YIL125W,KGD1,Upstream,chrix,122186,122664,+,-264,Msn2-chr09-122425,n,-7.84E-05,0.348485304,0.58874851,0.179289425,0.019217766,-0.448476392
YIL123W,SIM1,Upstream,chrix,127690,128040,+,-286,Msn2-chr09-127828,y,-0.042484164,1.693399678,1.305078752,0.673360756,0.299404496,0.29600398
YIL123W,SIM1,Exon/CD,chrix,128234,128968,+,450,Msn2-chr09-128601,n,0.380799153,1.813271902,0.643704384,-0.208839537,0.504060144,0.02979176
YIL122W,POG1,Exon/CD,chrix,131242,131592,+,807,Msn2-chr09-131417,n,0.158013688,1.512258214,0.258575512,0.277576289,0.159688867,0.822497553
YIL121W,QDR2,Upstream,chrix,131658,132584,+,-123,Msn2-chr09-132121,n,-0.24664326,0.393146252,0.677943735,0.429914523,0.000164318,0.166725482
YIL120W,QDR1,Exon/CD,chrix,135466,136392,+,1512,Msn2-chr09-135929,n,0.003852844,-0.11975191,0.554752222,0.350438455,-0.029367916,-0.079127154
YIL117C,PRM5,Upstream,chrix,141578,142120,-,-280,Msn2-chr09-141966,y,-0.308483748,0.95645622,1.375457094,0.854494742,0.071799402,-0.335639362
YIL116W,HIS5,Upstream,chrix,142378,142760,+,-359,Msn2-chr09-142649,y,-0.317861159,-0.320655949,0.740512074,0.759919936,0.286807499,-0.127470085
YIL116W,HIS5,Exon/CD,chrix,142762,143368,+,137,Msn2-chr09-143065,n,0.040278048,0.013608659,0.179997895,0.604924909,0.46690688,-0.392760718
YIL115W-A,,Exon/CD,chrix,144170,144648,+,141,Msn2-chr09-144409,n,-0.091564548,-0.478602059,-0.044579214,-0.312815174,-0.324468347,0.732990303
YIL115C,NUP159,Exon/CD,chrix,147370,147912,-,1068,Msn2-chr09-147641,n,-0.13897482,0.113906356,-0.081140779,-0.061480364,0.581793629,-0.08599496
YIL113W,SDP1,Upstream,chrix,150218,150632,+,-134,Msn2-chr09-150377,y,0.064579989,1.338999217,1.202835518,0.761753001,0.26624205,-0.104930377
YIL111W,COX5B,Upstream,chrix,155018,155400,+,-13,Msn2-chr09-155209,n,-0.457559102,-0.574227382,0.169037977,0.480946941,-0.290143711,-0.01081466
YIL109C,SEC24,Exon/CD,chrix,159818,160456,-,28,Msn2-chr09-160137,n,0.032379683,1.44976231,0.915931684,0.633630388,0.249322075,0.481497801
YIL108W,,Exon/CD,chrix,160746,161224,+,98,Msn2-chr09-160761,y,0.111724702,0.361840683,0.509793764,0.601277716,0.524277386,0.467984881
YIL105W-A,,Exon/CD,chrix,167434,167976,+,41,Msn2-chr09-167705,n,0.275258454,-0.354168241,-0.230463294,-0.000934173,-0.346209335,0.064264052
YIL102C,,Exon/CD,chrix,174442,175176,-,78,Msn2-chr09-174809,n,0.458416728,0.548980955,0.759668662,0.374989043,0.769762732,1.116631198
tT(AGU)I1,,Exon/CD,chrix,174794,175304,+,18,Msn2-chr09-175025,y,0.227390096,0.032216883,0.728198022,0.652287445,0.566352235,0.790900646
YIL101C,XBP1,Exon/CD,chrix,176810,177160,-,265,Msn2-chr09-176985,n,0.198876083,1.850024093,0.627411804,0.435648093,0.651252228,0.796602735
YIL100W,,Exon/CD,chrix,177418,177960,+,316,Msn2-chr09-177757,y,-0.166744576,2.045009875,1.923601277,1.15222349,0.689167246,0.399469907
tI(AAU)I1,,Exon/CD,chrix,183274,183656,-,48,Msn2-chr09-183493,y,0.282841624,0.064776635,0.938507951,0.968556466,0.700772792,0.571852858
tE(CUC)I,,Exon/CD,chrix,197418,197768,+,1,Msn2-chr09-197649,y,0.339321708,0.195590041,1.037644714,1.304604312,0.684448947,0.473102349
YIL083C,CAB2,Exon/CD,chrix,203626,204008,-,836,Msn2-chr09-203817,n,0.304547859,-0.107944737,-0.156062049,0.224659673,-0.168372303,1.068338498
YIL082W-A,,Upstream,chrix,205194,205608,+,-234,Msn2-chr09-205429,y,0.448613225,0.35334865,0.593000179,0.920839348,0.519505003,0.480327148
tI(AAU)I2,,Upstream,chrix,210218,210856,+,-128,Msn2-chr09-210525,y,0.536186038,0.400994078,0.764184927,0.898591438,0.552159275,0.550108263
YIL075C,RPN2,Exon/CD,chrix,218282,218920,-,2099,Msn2-chr09-218601,n,0.281343217,0.496523324,0.27058859,0.300569915,0.289974777,1.157002588
YIL075C,RPN2,Exon/CD,chrix,220458,220904,-,19,Msn2-chr09-220673,y,-0.040950017,-0.082463088,0.867904808,0.51007374,0.585188766,0.504830079
YIL074C,SER33,Upstream,chrix,222346,222952,-,-159,Msn2-chr09-222649,n,0.116473282,-0.099832739,0.579824419,0.366080563,0.200590421,0.210235778
YIL069C,RPS24B,Intron,chrix,232010,232584,-,72,Msn2-chr09-232297,n,0.423316572,0.172198837,0.359655797,0.262048508,0.155538544,0.207324252
YIL069C,RPS24B,Upstream,chrix,232170,232968,-,-200,Msn2-chr09-232569,n,0.134953412,0.638172881,0.523116349,0.16460222,0.215751258,-0.048476092
YIL068C,SEC6,Exon/CD,chrix,233610,234056,-,1641,Msn2-chr09-233833,n,-0.044037933,-0.066683222,-0.034945319,0.111648413,0.264513724,0.773163379
YIL066C,RNR3,Upstream,chrix,240746,241128,-,-229,Msn2-chr09-240937,n,-0.124979633,0.757435281,0.745630786,0.387476359,0.393190409,-0.243266505
YIL065C,FIS1,Exon/CD,chrix,241162,241704,-,342,Msn2-chr09-241433,n,0.172464464,1.21154486,0.309214761,0.051181579,0.349963045,0.133364438
YIL062C,ARC15,Exon/CD,chrix,243978,244488,-,229,Msn2-chr09-244281,y,0.345427525,1.33068256,0.963873973,0.697915663,0.591631903,1.302196917
YIL060W,,Upstream,chrix,246122,246600,+,-31,Msn2-chr09-246357,n,0.423392127,0.033646955,0.419331404,0.764413158,0.212268125,0.229746223
tS(UGA)I,SUP17,Exon/CD,chrix,248650,249160,+,55,Msn2-chr09-249171,y,0.522556962,2.352480759,2.42201691,1.740657095,1.294550983,0.839197628
YIL054W,,Upstream,chrix,253994,254984,+,-54,Msn2-chr09-254489,y,-0.381969346,1.573073993,1.747907833,0.899268851,0.274103915,-0.100907769
YIL053W,GPP1,Exon/CD,chrix,255498,255816,+,542,Msn2-chr09-255461,y,0.674590966,1.541787184,1.514382011,0.749908642,0.688971757,0.223343032
YIL052C,RPL34B,Intron,chrix,256522,257032,-,286,Msn2-chr09-256777,n,0.243153744,-0.285918596,0.04131255,0.050758072,0.027653914,-0.741825664
YIL051C,MMF1,Upstream,chrix,258218,258408,-,-33,Msn2-chr09-258313,y,0.046662319,1.354749739,1.550081108,0.754040255,0.360300329,0.260625969
YIL047C,SYG1,Exon/CD,chrix,266922,267336,-,694,Msn2-chr09-267129,n,-0.036728145,1.784875353,0.451253486,-0.050830733,0.078252049,0.050542452
YIL046W-A,,Exon/CD,chrix,268138,268488,+,4,Msn2-chr09-268145,y,0.034768277,0.867833973,0.990854773,0.665984176,0.339948906,0.527423721
YIL046W,MET30,Exon/CD,chrix,269962,270312,+,1486,Msn2-chr09-270137,n,-0.018237061,1.249916351,0.467966811,0.320871027,0.446484249,0.307961551
YIL045W,PIG2,Upstream,chrix,270666,271176,+,-240,Msn2-chr09-270889,y,-0.161100063,0.191276952,0.782707534,0.76126883,-0.130336247,-0.43864284
YIL043C,CBR1,Exon/CD,chrix,273930,274472,-,725,Msn2-chr09-274201,n,0.474993759,0.086060278,0.231624613,0.253055859,0.228398264,0.50153374
YIL042C,PKP1,Exon/CD,chrix,276010,276456,-,59,Msn2-chr09-276233,n,0.284608193,1.679293888,0.64509721,0.096909189,0.256057085,0.863596782
YIL041W,GVP36,Upstream,chrix,276234,276616,+,-100,Msn2-chr09-276425,n,-0.025845141,1.19669461,0.20133218,-0.064662182,-0.06466684,0.062314934
YIL033C,BCY1,Upstream,chrix,291434,292104,-,-100,Msn2-chr09-291769,n,-0.426486034,0.57840751,0.655021075,-0.134382829,0.060774327,-0.64066899
YIL030C,SSM4,Exon/CD,chrix,298314,298888,-,1408,Msn2-chr09-298601,n,0.180395222,1.212208485,-0.011883109,-0.146864706,0.194122063,0.702607778
tK(CUU)I,,Upstream,chrix,300074,300552,-,-13,Msn2-chr09-300324,y,-0.012209254,-0.266607097,0.445752749,0.567571011,0.349255666,0.195770864
YIL018W,RPL2B,Upstream,chrix,316202,316744,+,-295,Msn2-chr09-316465,y,0.070051963,0.736283886,0.782992476,0.72897056,0.180268887,0.167093191
YIL018W,RPL2B,Exon/CD,chrix,317162,317928,+,777,Msn2-chr09-317545,n,0.798677279,1.141426174,0.440357964,-0.015139734,0.194657586,0.003768533
tD(GUC)I1,,Exon/CD,chrix,324106,324616,-,13,Msn2-chr09-324377,y,0.187715228,0.043893933,0.770341502,0.80521756,0.52342798,0.339097034
tT(AGU)I2,,Exon/CD,chrix,325514,325992,+,5,Msn2-chr09-325773,y,0.197555068,-0.098580208,0.967301554,0.676736453,0.567340221,0.519154702
YIL012W,,Exon/CD,chrix,332842,333288,+,54,Msn2-chr09-333089,y,0.221831874,1.284766981,1.186152714,0.63919547,0.164155168,0.720178813
YIL009W,FAA3,Upstream,chrix,338442,339304,+,-471,Msn2-chr09-338873,n,-0.273756346,0.146498448,0.705718783,0.395426828,-0.02869931,0.119735161
YIR005W,IST3,Upstream,chrix,364586,365096,+,-48,Msn2-chr09-364841,n,-0.305118696,-0.618294293,0.2829747,0.507207563,-0.199863803,-0.235093724
YIR006C,PAN1,Exon/CD,chrix,366186,366568,-,3531,Msn2-chr09-366377,n,0.030360262,1.099060857,0.176586824,-0.074036572,0.224271095,-0.176620183
YIR006C,PAN1,Exon/CD,chrix,369514,370120,-,91,Msn2-chr09-369809,y,0.102957956,1.444456618,0.82834296,0.310067184,0.349053241,0.201131082
tE(UUC)I,,Upstream,chrix,370218,370600,+,-8,Msn2-chr09-370381,y,0.010442201,-0.066649388,0.877068519,1.352539273,0.475693178,0.32119339
YIR011C,STS1,Exon/CD,chrix,377674,378216,-,301,Msn2-chr09-377945,n,0.351226743,1.25068303,0.420504332,0.230291909,0.160297916,0.155594838
YIR015W,RPR2,Upstream,chrix,381706,382056,+,-67,Msn2-chr09-381945,y,-0.203065949,0.592930426,0.80021309,0.761270313,0.617530141,0.037647529
YIR016W,,Exon/CD,chrix,382826,383496,+,533,Msn2-chr09-383161,n,0.129449268,1.701720855,0.25103585,0.059879461,0.176952276,-0.196243012
YIR017W-A,,Exon/CD,chrix,383882,384232,+,491,Msn2-chr09-384161,y,-0.076991196,1.251289293,0.802604671,-0.067675475,0.337430839,-0.382948427
YIR018W,YAP5,Exon/CD,chrix,384650,385064,+,248,Msn2-chr09-384857,n,0.276491859,1.027464749,0.489042609,0.577247301,0.463938063,0.337374723
YIR019C,FLO11,Exon/CD,chrix,392714,393128,-,754,Msn2-chr09-392921,n,0.535621402,0.623867084,0.505766786,0.327007207,0.633948499,0.580465565
YIR020W-A,,Upstream,chrix,394666,395112,+,-28,Msn2-chr09-394916,y,-0.030309016,0.775492864,1.630200928,1.851002967,0.522371008,0.082575046
YLL067W-A,,Exon/CD,chrxii,746,1128,+,94,Msn2-chr12-937,n,0.512355369,1.556139753,0.600554234,0.165493353,0.507095168,0.139196074
YLL066W-B,,Exon/CD,chrxii,5418,6024,+,116,Msn2-chr12-5745,y,0.744683459,1.412105656,1.665504521,1.816500414,1.321858866,1.457332971
YLL066W-A,,Exon/CD,chrxii,6346,6888,+,131,Msn2-chr12-6617,n,0.479621914,1.469048965,0.501997457,0.136029644,0.416776083,0.152807047
YLL065W,,Upstream,chrxii,10986,11656,+,-405,Msn2-chr12-11446,y,1.13325723,2.169850005,2.033932281,1.992295966,1.722327568,1.623874798
YLL064C,PAU18,Exon/CD,chrxii,13194,13640,-,28,Msn2-chr12-13417,n,0.288028813,1.213691781,0.386668659,0.057380776,0.378487387,0.17500577
YLL060C,GTT2,Exon/CD,chrxii,21482,21992,-,102,Msn2-chr12-21781,y,0.223404272,0.925355843,1.075142542,1.141264111,1.110707113,1.154803727
YLL056C,,Upstream,chrxii,28266,29320,-,-488,Msn2-chr12-28793,n,-0.087695779,0.150612565,0.925004844,0.716779142,0.087310159,-0.483238217
YLL055W,YCT1,Upstream,chrxii,29322,30024,+,-436,Msn2-chr12-29441,y,-0.297558036,0.210246785,1.379576718,0.945206544,0.453667709,0.368509535
YLL054C,,Exon/CD,chrxii,34762,35464,-,91,Msn2-chr12-35113,n,0.153371481,-0.12821591,0.486160625,0.43133052,0.025096397,0.144926843
YLL051C,FRE6,Exon/CD,chrxii,37066,37672,-,2102,Msn2-chr12-37369,n,0.002006253,1.015458467,0.859798031,0.589745747,0.030009192,-0.054804692
YLL051C,FRE6,Upstream,chrxii,39242,39848,-,-74,Msn2-chr12-39545,n,-0.683195654,-0.32894246,0.526087324,0.425606514,0.039919243,0.084308961
YLL050C,COF1,Intron,chrxii,40042,40616,-,85,Msn2-chr12-40334,y,-0.082364072,0.007703063,1.0830534,0.898904134,0.555299127,0.364397845
YLL044W,,Exon/CD,chrxii,47690,48744,+,1,Msn2-chr12-48217,n,0.485315651,0.674383188,0.277928215,-0.008141831,-0.104070869,-0.040613222
YLL040C,VPS13,Exon/CD,chrxii,62826,63272,-,596,Msn2-chr12-63049,n,-0.232114133,-0.286498786,0.003837082,-0.053343993,0.13665524,0.664619234
YLL040C,VPS13,Exon/CD,chrxii,63402,63816,-,36,Msn2-chr12-64129,y,-0.106660379,-0.762726782,0.3695262,0.520932669,0.288144138,0.474768879
YLL037W,,Exon/CD,chrxii,66666,67048,+,295,Msn2-chr12-66857,n,0.173699787,-0.066050721,0.355293567,0.1658026,0.227393095,1.032275632
YLL029W,FRA1,Exon/CD,chrxii,81322,81704,+,52,Msn2-chr12-81513,n,0.323512289,1.409918698,0.476772624,0.516886737,0.593611873,0.491198623
YLL029W,FRA1,Exon/CD,chrxii,83338,83752,+,2084,Msn2-chr12-83545,n,0.144080542,0.531742368,0.167288861,0.094147029,0.237554749,1.255220226
YLL028W,TPO1,Exon/CD,chrxii,85162,85800,+,677,Msn2-chr12-85481,n,0.248098864,1.406040322,0.284884774,0.052149048,0.128132804,0.103150948
YLL026W,HSP104,Upstream,chrxii,88426,88776,+,-22,Msn2-chr12-88833,y,0.032785904,0.874217108,2.598660389,2.35562843,1.541482224,1.150092627
tP(UGG)L,,Intron,chrxii,92298,92904,+,53,Msn2-chr12-92601,y,0.468631815,0.651454315,0.929119572,0.879602009,0.665280739,0.318855454
YLL025W,PAU17,Upstream,chrxii,94442,95048,+,-2,Msn2-chr12-94745,n,-0.006041781,0.902406361,0.247693809,-0.062013066,0.010540458,0.105886101
YLL024C,SSA2,Exon/CD,chrxii,95402,95944,-,1812,Msn2-chr12-95689,y,0.162031891,1.435490673,0.511363533,0.687485505,0.816732398,0.573946622
YLL024C,SSA2,Exon/CD,chrxii,96042,96520,-,1204,Msn2-chr12-96613,y,0.717105475,0.643356666,0.469356635,1.13561268,1.317132697,1.331624131
YLL024C,SSA2,Exon/CD,chrxii,96906,97640,-,212,Msn2-chr12-97305,y,0.759678014,1.299870736,2.135737791,2.042484241,1.500279079,1.419061358
YLL022C,HIF1,Exon/CD,chrxii,98570,99528,-,1152,Msn2-chr12-99049,n,0.135643721,1.334605905,0.444600482,0.310033519,0.356523326,0.382448918
YLL013C,PUF3,Exon/CD,chrxii,124362,124808,-,129,Msn2-chr12-124585,n,0.010137431,1.761868702,0.249528427,-0.472924134,0.286832554,-0.176389479
YLL012W,YEH1,Upstream,chrxii,124970,125512,+,-293,Msn2-chr12-125241,n,-0.825638987,0.31881292,0.584965218,0.331859239,-0.184754358,-0.814751468
YLR001C,,Exon/CD,chrxii,151690,152040,-,2112,Msn2-chr12-151865,n,0.015706685,0.385875856,0.282069553,-0.243389313,0.304719929,1.15054523
YLR001C,,Upstream,chrxii,153578,154440,-,-32,Msn2-chr12-154009,n,0.036499532,-0.151632577,0.583358449,0.470983394,-0.028249395,0.184926479
YLR006C,SSK1,Upstream,chrxii,163786,164360,-,-180,Msn2-chr12-164097,y,-0.217221395,-0.301276732,0.721951495,0.71906689,0.008163234,-0.135950563
tS(AGA)L,,Upstream,chrxii,167882,168264,-,-48,Msn2-chr12-168025,y,0.579057569,0.454076263,1.069743927,1.059639874,0.778933464,0.807860427
YLR023C,IZH3,Exon/CD,chrxii,185802,186216,-,1120,Msn2-chr12-186009,n,0.234500109,0.902841307,-0.221826638,-0.15803377,0.082225825,-0.140454077
YLR023C,IZH3,Upstream,chrxii,187114,187656,-,-256,Msn2-chr12-187425,y,-0.058762242,0.205360882,0.834605194,0.729245127,0.254915605,0.100664914
YLR027C,AAT2,Exon/CD,chrxii,196778,197224,-,1084,Msn2-chr12-197001,n,0.367550477,0.750541212,0.145345664,0.282304251,0.419739387,0.943099005
YLR027C,AAT2,Exon/CD,chrxii,197802,198280,-,44,Msn2-chr12-198206,y,0.065248229,1.395712067,0.949552056,0.411649997,0.939863404,0.60672045
snR30,SNR30,Exon/CD,chrxii,198794,199400,+,313,Msn2-chr12-199054,y,0.899693519,1.259460408,1.122753665,1.009597521,0.875434075,0.559202196
YLR028C,ADE16,Upstream,chrxii,201290,201864,-,-262,Msn2-chr12-201577,n,-0.186880422,-0.156805338,0.550145357,0.554651674,0.221718075,-0.152240518
YLR029C,RPL15A,Exon/CD,chrxii,201770,202760,-,325,Msn2-chr12-202265,n,0.375484777,0.622460924,0.305297415,-0.009942841,-0.00217314,0.142884683
YLR034C,SMF3,Exon/CD,chrxii,210698,211240,-,964,Msn2-chr12-210969,n,0.127790948,0.152587785,-0.060493223,-0.32906292,0.624051776,0.1354073
YLR035C,MLH2,Downstream,chrxii,212202,212520,-,2095,Msn2-chr12-212377,y,0.165775932,1.120381562,0.952753835,0.320030753,0.831285459,-0.07678658
tA(UGC)L,,Upstream,chrxii,214954,215368,-,-206,Msn2-chr12-215270,y,0.637852562,0.582866941,0.954399247,0.837730129,0.531372168,0.700760224
YLR035C-A,,Exon/CD,chrxii,217514,217864,-,1218,Msn2-chr12-217689,n,0.507613715,0.477970022,0.11155957,-0.015817646,0.47916498,0.315631476
YLR035C-A,,Exon/CD,chrxii,218122,219688,-,2,Msn2-chr12-218905,n,0.671784199,0.452338228,0.294943523,0.403230828,0.578113782,0.532365382
YLR039C,RIC1,Exon/CD,chrxii,225738,226152,-,2651,Msn2-chr12-225945,n,-0.103008233,-0.633873982,-0.260851875,-0.128591722,-0.29001218,0.50704854
YLR043C,TRX1,Exon/CD,chrxii,231658,232232,-,68,Msn2-chr12-231945,n,0.178506638,0.131601223,0.295853976,0.202051653,0.55097045,0.437810478
YLR044C,PDC1,Exon/CD,chrxii,232298,232776,-,1544,Msn2-chr12-232537,n,0.891603934,0.885885971,0.765907583,0.507650381,0.532265305,0.242360633
YLR044C,PDC1,Exon/CD,chrxii,232810,233192,-,1080,Msn2-chr12-233321,n,0.86656376,1.544769068,0.790007398,0.230428936,0.612361336,0.498987465
YLR044C,PDC1,Exon/CD,chrxii,233738,234248,-,88,Msn2-chr12-233649,n,0.688181773,1.180872838,1.311593561,0.591950156,0.242516818,0.15883957
YLR044C,PDC1,Upstream,chrxii,233930,234920,-,-344,Msn2-chr12-234425,n,0.049713582,0.52863821,1.496550097,0.636148346,-0.079376661,-0.292668753
YLR045C,STU2,Exon/CD,chrxii,235018,235624,-,2382,Msn2-chr12-235321,n,0.12076886,1.063592211,0.313654058,0.044484616,-0.065541193,0.251174403
YLR048W,RPS0B,Exon/CD,chrxii,243146,243528,+,1105,Msn2-chr12-243337,n,0.283631648,0.626833182,0.345070439,0.061145686,-0.17036805,-0.039464194
YLR055C,SPT8,Exon/CD,chrxii,252298,252904,-,479,Msn2-chr12-252601,n,0.078759363,1.88633606,0.181552968,0.013462611,0.203672716,0.477313952
YLR056W,ERG3,Upstream,chrxii,253194,253800,+,-364,Msn2-chr12-253465,y,-0.179323601,1.666387715,1.733873939,1.034385621,0.256602883,0.246892654
YLR056W,ERG3,Exon/CD,chrxii,254314,255048,+,820,Msn2-chr12-254681,n,0.599106868,0.535897589,0.125004232,-0.047239302,0.139359456,0.013945894
YLR059C,REX2,Exon/CD,chrxii,259530,260008,-,778,Msn2-chr12-259769,n,-0.526713179,0.157469019,0.605466981,-0.367469928,-0.200773392,-0.756692736
YLR063W,BMT6,Exon/CD,chrxii,264362,264744,+,396,Msn2-chr12-264553,n,0.507762077,0.647363429,0.171016704,0.037942779,0.246101019,0.811875483
YLR063W,BMT6,Exon/CD,chrxii,264938,265512,+,1068,Msn2-chr12-265241,y,0.088704129,0.185110576,0.627270268,0.822663506,0.601635879,-0.279819887
YLR067C,PET309,Exon/CD,chrxii,267594,268072,-,2877,Msn2-chr12-267833,n,-0.113505255,-0.681089173,-0.041404166,0.188107167,-0.133071411,0.618326825
YLR069C,MEF1,Exon/CD,chrxii,273642,274024,-,82,Msn2-chr12-273833,n,-0.020138311,-0.222885503,-0.101224725,-0.008752867,-0.149176042,0.889467531
YLR075W,RPL10,Exon/CD,chrxii,282698,283208,+,26,Msn2-chr12-283055,y,0.607436407,0.768557719,1.252909544,1.03371512,0.896417929,0.09345821
YLR079W,SIC1,Exon/CD,chrxii,286698,287048,+,53,Msn2-chr12-286873,n,0.558693692,0.620469508,0.72709799,0.5836146,0.487226514,0.865821782
YLR085C,ARP6,Exon/CD,chrxii,300298,301064,-,1308,Msn2-chr12-300681,n,-0.042682929,0.318815203,0.822448963,0.473899187,-0.075508617,-0.173250191
YLR090W,XDJ1,Upstream,chrxii,320106,320840,+,-228,Msn2-chr12-320465,y,0.117670859,0.867862405,1.550491765,0.785860256,0.290791398,0.196262848
YLR094C,GIS3,Exon/CD,chrxii,327658,328680,-,1069,Msn2-chr12-328169,n,0.174772851,1.272505638,0.349636666,0.189205081,0.289798665,0.097221246
YLR095C,IOC2,Exon/CD,chrxii,329514,330056,-,2330,Msn2-chr12-329785,n,0.289609557,0.770071673,0.904213088,0.380605599,0.514192646,-0.103958992
YLR099W-A,MIM2,Upstream,chrxii,340746,341576,+,-164,Msn2-chr12-341182,y,0.315219458,2.491587511,2.002401649,1.011316991,0.397171805,0.700290599
snR79,SNR79,Upstream,chrxii,348266,348904,-,-75,Msn2-chr12-348585,n,-0.036009367,-0.246082976,0.513812149,0.41870661,0.085424129,0.326226843
snR6,SNR6,Upstream,chrxii,366026,366440,+,-2,Msn2-chr12-366249,y,0.355050479,0.47035965,1.299463807,1.028483909,0.596420727,0.218904682
YLR110C,CCW12,Exon/CD,chrxii,369546,370280,-,185,Msn2-chr12-370177,y,0.639104017,1.596579922,1.810479544,1.425197309,0.917780893,1.072037155
YLR113W,HOG1,Exon/CD,chrxii,371626,372008,+,197,Msn2-chr12-371817,n,0.559250428,0.388903432,0.767633339,0.50310242,0.145833245,0.108083793
YLR113W,HOG1,Exon/CD,chrxii,372522,373192,+,1237,Msn2-chr12-372857,n,0.00117793,1.052481023,0.339752847,0.277800039,0.066266966,0.179258023
tR(ACG)L,,Exon/CD,chrxii,374122,374632,+,22,Msn2-chr12-374321,y,0.426719126,0.070445213,0.774189301,0.832078093,0.606510604,0.330054614
YLR120C,YPS1,Exon/CD,chrxii,387210,387912,-,659,Msn2-chr12-387561,n,-0.054127356,1.342903422,0.559675316,0.117972491,0.209064077,0.179999395
YLR120W-A,,Exon/CD,chrxii,388650,388808,+,57,Msn2-chr12-388881,y,-0.270159786,0.786455571,1.853953745,1.425337252,0.062865642,-0.05799511
YLR131C,ACE2,Exon/CD,chrxii,404490,405000,-,2077,Msn2-chr12-404745,n,0.008729763,1.232685947,0.456487755,0.010137865,-0.027578785,0.376129782
YLR132C,USB1,Exon/CD,chrxii,407882,408392,-,18,Msn2-chr12-408137,n,0.137553425,0.237316475,0.638998762,0.223856224,0.363196182,-0.190866569
YLR133W,CKI1,Upstream,chrxii,408042,408712,+,-68,Msn2-chr12-408377,n,0.174738863,0.534578032,0.715228985,0.252898852,0.392739662,-0.055617553
YLR134W,PDC5,Exon/CD,chrxii,412106,412584,+,1622,Msn2-chr12-412345,n,0.266177061,-0.069544344,0.074594508,0.358214912,-0.01255972,0.330392523
YLR135W,SLX4,Exon/CD,chrxii,415018,415368,+,1912,Msn2-chr12-415193,n,0.481764139,0.143032711,0.596381201,0.117857932,0.194422074,-0.159029778
YLR136C,TIS11,Exon/CD,chrxii,415786,416264,-,633,Msn2-chr12-416025,n,0.615627715,0.890970854,0.448364396,0.376779715,0.707741163,1.243839406
YLR136C,TIS11,Upstream,chrxii,416490,417128,-,-151,Msn2-chr12-416809,n,0.06024458,0.608981787,1.343219726,0.539780415,0.756160211,0.371320474
