Gene,Promoter,Chr,Start,Stop,Flo8_Exp,Flo8_Obs,Flo8_pVal,Mss11_Exp,Mss11_Obs,Mss11_pVal,Mfg1_Exp,Mfg1_Obs,Mfg1_pVal,Sok2_Exp,Sok2_Obs,Sok2_pVal,Ste12_Exp,Ste12_Obs,Ste12_pVal,Tec1_Exp,Tec1_Obs,Tec1_pVal,Mit1_Exp,Mit1_Obs,Mit1_pVal,Nrg1_Exp,Nrg1_Obs,Nrg1_pVal,Sfl1_Exp,Sfl1_Obs,Sfl1_pVal,Phd1_Exp,Phd1_Obs,Phd1_pVal,Mga1_Exp,Mga1_Obs,Mga1_pVal,Rim101_Exp,Rim101_Obs,Rim101_pVal,Rlm1_Exp,Rlm1_Obs,Rlm1_pVal,Rtg1_Exp,Rtg1_Obs,Rtg1_pVal,Skn7_Exp,Skn7_Obs,Skn7_pVal,Smp1_Exp,Smp1_Obs,Smp1_pVal,Fkh1_Exp,Fkh1_Obs,Fkh1_pVal,Dig1_Exp,Dig1_Obs,Dig1_pVal,Gln3_Exp,Gln3_Obs,Gln3_pVal,Hms1_Exp,Hms1_Obs,Hms1_pVal,Msn1_Exp,Msn1_Obs,Msn1_pVal,Hot1_Exp,Hot1_Obs,Hot1_pVal,Hms2_Exp,Hms2_Obs,Hms2_pVal,Yap6_Exp,Yap6_Obs,Yap6_pVal,Msn2_Exp,Msn2_Obs,Msn2_pVal,Msn4_Exp,Msn4_Obs,Msn4_pVal,Gcn4_Exp,Gcn4_Obs,Gcn4_pVal,Rgm1_Exp,Rgm1_Obs,Rgm1_pVal
YJL038C,YJL038C,10,377392,376733,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,1,8.79E-01,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,0,1.00E+00,3.4401,3,6.68E-01,2.5979,0,1.00E+00,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,1,9.19E-01,1.6266,3,2.24E-01,1.3749,0,1.00E+00,1.4175,1,7.58E-01,1.4542,2,4.27E-01,1.9959,1,8.64E-01,1.6916,1,8.16E-01,1.5557,0,1.00E+00,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YJL037W,IRC18,10,378280,378954,2.0839,1,8.76E-01,1.7763,0,1.00E+00,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,1,8.79E-01,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,0,1.00E+00,3.4401,3,6.68E-01,2.5979,0,1.00E+00,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,1,9.19E-01,1.6266,2,4.84E-01,1.3749,0,1.00E+00,1.4175,1,7.58E-01,1.4542,2,4.27E-01,1.9959,1,8.64E-01,1.6916,1,8.16E-01,1.5557,0,1.00E+00,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YJL036W,SNX4,10,380443,381713,3.1677,2,8.25E-01,2.5526,2,7.23E-01,5.7755,2,9.79E-01,2.7536,2,7.61E-01,3.2189,0,1.00E+00,3.2287,1,9.60E-01,2.672,0,1.00E+00,2.4611,5,1.04E-01,2.1954,0,1.00E+00,5.8801,8,2.40E-01,4.1957,3,7.89E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,1,7.41E-01,3.4058,4,4.43E-01,4.0227,1,9.82E-01,2.2532,1,8.95E-01,1.7497,0,1.00E+00,1.835,2,5.47E-01,1.9084,0,1.00E+00,2.9919,2,8.00E-01,2.3832,5,9.38E-02,2.1115,4,1.64E-01,2.6829,4,2.82E-01,1.4523,1,7.66E-01,2.0137,3,3.27E-01
YJL035C,TAD2,10,382618,381866,1.5419,1,7.86E-01,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,2,3.73E-01,2.22,3,3.83E-01,1.7989,2,5.37E-01,1.2104,0,1.00E+00,1.2033,1,7.00E-01,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,2,4.76E-01,1.7557,2,5.24E-01,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,1,7.58E-01,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YJL034W,KAR2,10,382944,384992,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,1,7.89E-01,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,2,3.73E-01,2.22,6,2.59E-02,1.7989,3,2.69E-01,1.2104,0,1.00E+00,1.2033,1,7.00E-01,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,2,4.76E-01,1.7557,2,5.24E-01,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,3,1.91E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,1,7.58E-01,1.1131,1,6.71E-01,1.2534,0,1.00E+00
YJL033W,HCA4,10,385454,387766,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,2,2.64E-01,1,0,1.00E+00,1,5,3.66E-03
YJL032W,YJL032W,10,387965,388279,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJL031C,BET4,10,389055,387985,2.6258,1,9.28E-01,2.1645,0,1.00E+00,4.5817,2,9.43E-01,2.3152,0,1.00E+00,2.6641,2,7.45E-01,2.6715,0,1.00E+00,2.254,1,8.95E-01,2.0959,1,8.77E-01,1.8966,1,8.50E-01,4.6601,3,8.44E-01,3.3968,0,1.00E+00,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,3,5.32E-01,3.267,3,6.34E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,1,8.70E-01,1.8336,0,1.00E+00,2.2622,1,8.96E-01,1.3392,1,7.38E-01,1.7603,1,8.28E-01
YJL030W,MAD2,10,389274,389864,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,1,8.79E-01,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,1,7.98E-01,3.4401,3,6.68E-01,2.5979,0,1.00E+00,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,2,6.46E-01,2.5113,1,9.19E-01,1.6266,0,1.00E+00,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,1,8.64E-01,1.6916,1,8.16E-01,1.5557,0,1.00E+00,1.8414,1,8.41E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YJL029C,VPS53,10,392470,390002,16.1742,7,9.96E-01,11.8682,5,9.92E-01,34.4288,5,1.00E+00,13.2751,2,1.00E+00,16.532,5,1.00E+00,16.601,6,9.99E-01,12.7038,5,9.95E-01,11.228,4,9.96E-01,9.3681,0,1.00E+00,35.1609,32,7.26E-01,23.3701,24,4.76E-01,6.8925,5,8.17E-01,6.6914,1,9.99E-01,3.3278,1,9.64E-01,6.3959,3,9.54E-01,3.4665,2,8.61E-01,17.8404,25,6.32E-02,22.1586,3,1.00E+00,9.7727,9,6.41E-01,6.2482,7,4.34E-01,6.8449,2,9.92E-01,7.3587,9,3.19E-01,14.943,16,4.26E-01,10.6822,23,7.14E-04,8.7804,5,9.37E-01,12.7801,14,4.03E-01,4.1658,4,5.98E-01,8.0958,10,2.95E-01
YJL028W,YJL028W,10,392926,393260,2.6258,2,7.38E-01,2.1645,0,1.00E+00,4.5817,2,9.43E-01,2.3152,0,1.00E+00,2.6641,1,9.30E-01,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,1,8.77E-01,1.8966,0,1.00E+00,4.6601,6,3.25E-01,3.3968,8,2.30E-02,1.6313,4,8.32E-02,1.6098,0,1.00E+00,1.2494,1,7.13E-01,1.5781,0,1.00E+00,1.2643,1,7.18E-01,2.8043,4,3.09E-01,3.267,0,1.00E+00,1.9399,5,4.74E-02,1.5623,1,7.90E-01,1.6262,2,4.84E-01,1.6813,2,5.01E-01,2.4939,2,7.11E-01,2.0374,5,5.61E-02,1.8336,2,5.47E-01,2.2622,4,1.93E-01,1.3392,3,1.52E-01,1.7603,3,2.59E-01
YJL027C,YJL027C,10,393863,393447,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJL026W,RNR2,10,394018,395217,17.258,7,9.98E-01,12.6445,5,9.95E-01,36.8166,6,1.00E+00,14.1519,2,1.00E+00,17.6415,5,1.00E+00,17.7153,7,9.99E-01,13.5398,5,9.97E-01,11.9586,4,9.98E-01,9.9658,0,1.00E+00,37.601,31,8.79E-01,24.968,20,8.65E-01,7.3134,3,9.77E-01,7.098,2,9.93E-01,3.4941,1,9.70E-01,6.7814,4,9.06E-01,3.6427,2,8.78E-01,19.0433,22,2.78E-01,23.6699,4,1.00E+00,10.3993,6,9.47E-01,6.6231,7,4.93E-01,7.2624,1,9.99E-01,7.8129,8,5.21E-01,15.9389,14,7.20E-01,11.3738,22,3.32E-03,9.3361,6,9.03E-01,13.6216,13,6.03E-01,4.392,2,9.33E-01,8.6027,10,3.60E-01
YJL026C-A,YJL026C-A,10,394901,394680,3.1677,0,1.00E+00,2.5526,1,9.22E-01,5.7755,0,1.00E+00,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,0,1.00E+00,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,4,8.38E-01,4.1957,4,6.04E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,1,8.30E-01,1.3524,0,1.00E+00,3.4058,0,1.00E+00,4.0227,0,1.00E+00,2.2532,0,1.00E+00,1.7497,1,8.26E-01,1.835,2,5.47E-01,1.9084,0,1.00E+00,2.9919,3,5.75E-01,2.3832,0,1.00E+00,2.1115,2,6.23E-01,2.6829,1,9.32E-01,1.4523,0,1.00E+00,2.0137,0,1.00E+00
YJL025W,RRN7,10,395580,397124,3.1677,0,1.00E+00,2.5526,1,9.22E-01,5.7755,0,1.00E+00,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,0,1.00E+00,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,4,8.38E-01,4.1957,4,6.04E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,1,8.30E-01,1.3524,0,1.00E+00,3.4058,0,1.00E+00,4.0227,0,1.00E+00,2.2532,0,1.00E+00,1.7497,1,8.26E-01,1.835,2,5.47E-01,1.9084,0,1.00E+00,2.9919,3,5.75E-01,2.3832,0,1.00E+00,2.1115,2,6.23E-01,2.6829,1,9.32E-01,1.4523,0,1.00E+00,2.0137,0,1.00E+00
YJL024C,APS3,10,398206,397545,3.1677,0,1.00E+00,2.5526,0,1.00E+00,5.7755,0,1.00E+00,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,0,1.00E+00,2.672,0,1.00E+00,2.4611,1,9.15E-01,2.1954,1,8.89E-01,5.8801,4,8.38E-01,4.1957,2,9.22E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,1,9.67E-01,4.0227,0,1.00E+00,2.2532,1,8.95E-01,1.7497,1,8.26E-01,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,1,9.50E-01,2.3832,3,4.26E-01,2.1115,1,8.79E-01,2.6829,3,5.02E-01,1.4523,0,1.00E+00,2.0137,2,5.98E-01
YJL023C,PET130,10,400011,398968,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJL022W,YJL022W,10,399722,400030,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,1,8.79E-01,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,3,6.68E-01,2.5979,0,1.00E+00,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,0,1.00E+00,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,1,8.64E-01,1.6916,0,1.00E+00,1.5557,0,1.00E+00,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YJL020C,BBC1,10,404254,400550,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,1,8.91E-01,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,1,7.98E-01,1.7557,0,1.00E+00,1.3133,1,7.31E-01,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,3,1.91E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YJL020W-A,YJL020W-A,10,402846,403103,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJL019W,MPS3,10,404740,406791,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,1,8.91E-01,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,1,6.63E-01,1.6014,1,7.98E-01,1.7557,0,1.00E+00,1.3133,1,7.31E-01,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,2,4.41E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,1,7.14E-01
YJL016W,YJL016W,10,407434,409119,4.2516,2,9.25E-01,3.3289,1,9.64E-01,8.1633,6,8.23E-01,3.6304,1,9.73E-01,4.3283,1,9.87E-01,4.3431,0,1.00E+00,3.508,0,1.00E+00,3.1917,0,1.00E+00,2.7932,0,1.00E+00,8.3202,5,9.17E-01,5.7936,5,6.86E-01,2.2627,2,6.60E-01,2.2196,1,8.91E-01,1.4988,2,4.42E-01,2.1563,0,1.00E+00,1.5285,1,7.83E-01,4.6087,1,9.90E-01,5.534,0,1.00E+00,2.8799,1,9.44E-01,2.1246,3,3.57E-01,2.2525,0,1.00E+00,2.3626,0,1.00E+00,3.9878,6,2.13E-01,3.0748,1,9.54E-01,2.6672,1,9.31E-01,3.5243,2,8.67E-01,1.6784,1,8.13E-01,2.5205,3,4.61E-01
YJL015C,YJL015C,10,409363,408988,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJL014W,CCT3,10,409404,411008,2.6258,1,9.28E-01,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,1,8.77E-01,1.8966,0,1.00E+00,4.6601,1,9.91E-01,3.3968,1,9.67E-01,1.6313,1,8.04E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,2,7.70E-01,3.267,0,1.00E+00,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,0,1.00E+00,2.2622,1,8.96E-01,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YJL013C,MAD3,10,412886,411339,5.3355,0,1.00E+00,4.1052,2,9.16E-01,10.5511,0,1.00E+00,4.5072,0,1.00E+00,5.4377,1,9.96E-01,5.4574,1,9.96E-01,4.3439,0,1.00E+00,3.9223,0,1.00E+00,3.3909,1,9.66E-01,10.7603,12,3.92E-01,7.3915,4,9.36E-01,2.6836,5,1.35E-01,2.6261,1,9.28E-01,1.6651,0,1.00E+00,2.5417,0,1.00E+00,1.7047,1,8.18E-01,5.8115,2,9.80E-01,7.0453,1,9.99E-01,3.5065,1,9.70E-01,2.4995,0,1.00E+00,2.67,0,1.00E+00,2.8168,0,1.00E+00,4.9837,2,9.59E-01,3.7663,2,8.90E-01,3.223,4,4.03E-01,4.3658,4,6.35E-01,1.9045,0,1.00E+00,3.0274,2,8.05E-01
YJL012C,VTC4,10,415246,413081,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,2,8.52E-01,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,2,5.16E-01,1.5977,0,1.00E+00,3.4401,10,2.94E-03,2.5979,2,7.32E-01,1.4209,2,4.15E-01,1.4065,0,1.00E+00,1.1663,1,6.88E-01,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,1,9.19E-01,1.6266,3,2.24E-01,1.3749,0,1.00E+00,1.4175,1,7.58E-01,1.4542,1,7.66E-01,1.9959,0,1.00E+00,1.6916,1,8.16E-01,1.5557,2,4.61E-01,1.8414,1,8.41E-01,1.2261,0,1.00E+00,1.5068,1,7.78E-01
YJL011C,RPC17,10,416618,416133,1.5419,1,7.86E-01,1.3882,1,7.50E-01,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,2,6.50E-01,1.7989,1,8.35E-01,1.2104,1,7.02E-01,1.2033,0,1.00E+00,1.0831,1,6.61E-01,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,0,1.00E+00,1.7557,3,2.58E-01,1.3133,2,3.78E-01,1.1874,2,3.33E-01,1.2087,1,7.01E-01,1.2271,1,7.07E-01,1.498,0,1.00E+00,1.3458,2,3.89E-01,1.2779,0,1.00E+00,1.4207,2,4.15E-01,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YJL010C,NOP9,10,421411,419411,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00
YJL009W,YJL009W,10,421704,422030,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJL008C,CCT8,10,423512,421806,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,5,2.63E-01,2.5979,0,1.00E+00,1.4209,0,1.00E+00,1.4065,2,4.10E-01,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,2,6.46E-01,2.5113,2,7.15E-01,1.6266,3,2.24E-01,1.3749,0,1.00E+00,1.4175,1,7.58E-01,1.4542,0,1.00E+00,1.9959,0,1.00E+00,1.6916,0,1.00E+00,1.5557,1,7.89E-01,1.8414,1,8.41E-01,1.2261,0,1.00E+00,1.5068,1,7.78E-01
YJL007C,YJL007C,10,424861,424547,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,4,1.90E-02,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,3,8.03E-02,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJL006C,CTK2,10,425958,424987,4.2516,1,9.86E-01,3.3289,2,8.45E-01,8.1633,1,1.00E+00,3.6304,1,9.73E-01,4.3283,5,4.35E-01,4.3431,3,8.08E-01,3.508,1,9.70E-01,3.1917,1,9.59E-01,2.7932,1,9.39E-01,8.3202,15,2.34E-02,5.7936,9,1.32E-01,2.2627,0,1.00E+00,2.2196,2,6.50E-01,1.4988,1,7.77E-01,2.1563,1,8.84E-01,1.5285,0,1.00E+00,4.6087,1,9.90E-01,5.534,2,9.74E-01,2.8799,1,9.44E-01,2.1246,2,6.27E-01,2.2525,2,6.58E-01,2.3626,4,2.14E-01,3.9878,7,1.09E-01,3.0748,3,5.93E-01,2.6672,6,5.41E-02,3.5243,5,2.79E-01,1.6784,0,1.00E+00,2.5205,5,1.12E-01
YJL005W,CYR1,10,427006,433086,4.2516,1,9.86E-01,3.3289,2,8.45E-01,8.1633,0,1.00E+00,3.6304,1,9.73E-01,4.3283,5,4.35E-01,4.3431,3,8.08E-01,3.508,1,9.70E-01,3.1917,1,9.59E-01,2.7932,1,9.39E-01,8.3202,15,2.34E-02,5.7936,9,1.32E-01,2.2627,0,1.00E+00,2.2196,2,6.50E-01,1.4988,1,7.77E-01,2.1563,1,8.84E-01,1.5285,0,1.00E+00,4.6087,1,9.90E-01,5.534,2,9.74E-01,2.8799,1,9.44E-01,2.1246,2,6.27E-01,2.2525,2,6.58E-01,2.3626,4,2.14E-01,3.9878,7,1.09E-01,3.0748,3,5.93E-01,2.6672,6,5.41E-02,3.5243,5,2.79E-01,1.6784,0,1.00E+00,2.5205,5,1.12E-01
YJL004C,SYS1,10,434049,433438,3.1677,1,9.58E-01,2.5526,0,1.00E+00,5.7755,0,1.00E+00,2.7536,0,1.00E+00,3.2189,1,9.60E-01,3.2287,0,1.00E+00,2.672,1,9.31E-01,2.4611,1,9.15E-01,2.1954,2,6.44E-01,5.8801,7,3.74E-01,4.1957,4,6.04E-01,1.8418,2,5.49E-01,1.8131,0,1.00E+00,1.3325,1,7.36E-01,1.7708,0,1.00E+00,1.3524,3,1.55E-01,3.4058,0,1.00E+00,4.0227,1,9.82E-01,2.2532,6,2.75E-02,1.7497,0,1.00E+00,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,1,9.50E-01,2.3832,1,9.08E-01,2.1115,2,6.23E-01,2.6829,2,7.48E-01,1.4523,0,1.00E+00,2.0137,2,5.98E-01
