ORF,name,chr,start,end,exp_0min,exp_7min,exp_15min,exp_22min,exp_30min,exp_45min,exp_60min
YAL019W,FUN30,1,114616,114919,0,-1.258497,-1.168097,-0.927637,-0.679009,-0.344168,-0.27824
YAL035W,FUN12,1,76153,76427,0,-0.783472,-1.052976,-0.997622,-0.43463,-0.000037,-0.139231
YAL041W,CDC24,1,62564,62840,0,0.116548,0.195001,0.104843,0.115381,0.140725,-0.092688
YAL060W,BDH1,1,34702,35155,0,1.478406,2.029834,1.953866,2.067895,1.58611,1.02999
YAL064W-B,,1,11952,12046,0,-0.043455,0.196351,0.402233,0.585506,0.922428,0.708931
YBR142W,MAK5,2,528032,528310,0,-1.665814,-3.043821,-3.13473,-2.296835,-1.223308,-1.008341
YBR148W,YSW1,2,537459,537869,0,0.140997,0.25,0.218613,1.121864,0.216506,0.366555
YBR165W,UBS1,2,568421,568846,0,0.731968,0.587005,0.236935,0.062525,0.269579,0.210088
YBR171W,SEC66,2,578081,578358,0,-0.310896,-0.227767,-0.27479,-0.148355,-0.118021,-0.045457
YBR189W,RPS9B,2,604102,604502,0,-0.122146,-1.407902,-1.515561,-0.841073,0.078306,0.174606
YBR195C,MSI1,2,611878,612231,0,-0.133548,-0.441553,-0.431581,-0.4149,-0.488752,-0.542061
YBR213W,MET8,2,649899,650362,0,-0.462746,-0.987148,-1.128518,-0.889915,-0.514959,-0.43495
YBR219C,,2,663299,664298,0,0.326034,-0.079253,-0.026514,0.223041,0.564804,0.241277
YDL048C,STP4,4,368212,369211,0,0.464734,0.482763,0.750865,0.69634,0.421717,0.326843
YDL054C,MCH1,4,361286,361699,0,-0.025358,0.645876,0.49423,0.482415,0.156855,0.227738
YDL072C,YET3,4,330448,331025,0,0.863568,1.292328,1.428288,1.385188,0.868748,0.469751
YDL078C,MDH3,4,316389,316971,0,0.076625,0.439512,0.434068,0.632652,0.622706,0.25374
YDL102W,POL3,4,276581,276871,0,-1.130298,-1.381202,-0.803013,-0.768268,0.41538,0.55332
YDL120W,YFH1,4,245582,245922,0,-0.029353,0.144027,0.209644,0.219418,0.06929,-0.052853
YDL126C,CDC48,4,238665,239019,0,0.753951,1.132894,1.399705,1.559933,1.224115,0.577766
YDR175C,RSM24,4,814148,814447,0,0.348138,0.492945,0.326286,0.38246,0.183873,0.139851
YDR180W,SCC2,4,820819,821289,0,-0.292626,-0.943483,-0.776968,-0.179002,0.304931,0.422421
YDR198C,RKM2,4,853968,854274,0,-0.657882,-0.952542,-0.996052,-1.062942,-0.746498,-0.537848
YDR204W,COQ4,4,857948,858131,0,0.65458,1.606185,1.64636,1.395175,0.795989,0.387826
YDR218C,SPR28,4,905047,905449,0,0.487161,1.010672,0.862863,1.900264,-3.104008,-0.76122
YDR224C,HTB1,4,914707,915524,0,0.036982,-0.234396,-0.489245,-0.745382,-1.098401,-0.198869
YDR242W,AMD2,4,945801,946800,0,-0.268386,-0.027521,-0.070447,-0.023697,0.106588,-0.033569
YDR248C,,4,958334,958675,0,0.090379,0.520835,0.418514,0.212784,-0.131324,-0.168844
YEL004W,YEA4,5,146754,146949,0,-0.059634,0.206003,0.205682,0.269302,0.233566,0.044879
YEL020W-A,TIM9,5,116970,117210,0,-0.450828,-0.093663,-0.130103,-0.079866,-0.318864,-0.531951
YEL026W,SNU13,5,101251,101942,0,-1.024971,-2.475773,-2.920082,-2.17956,-1.136237,-0.593733
YEL044W,IES6,5,68792,69756,0,-0.752948,-0.527733,-0.596526,-0.345689,-0.48574,-0.571353
YEL050C,RML2,5,60852,61851,0,-0.215279,0.292578,0.472085,0.533599,0.092148,0.071279
YEL073C,,5,7554,8553,0,-0.887638,0.593511,0.460393,0.525735,0.003816,0.141297
YFR021W,ATG18,6,193800,194799,0,0.310677,0.82708,0.594865,0.434369,0.138471,0.09867
YFR026C,,6,206246,207245,0,0.263571,0.173936,0.187865,-0.08217,0.640453,0.61633
YFR042W,,6,238242,238444,0,0.006043,0.364014,0.234302,-0.128408,-0.064541,-0.320399
YFR048W,RMD8,6,245153,246132,0,0.108878,0.033018,-0.131763,-0.290039,0.639847,-0.230773
YGL009C,LEU1,7,478658,479657,0,-0.128237,0.189565,-0.404978,-0.287009,-0.505042,-0.493713
YGL015C,,7,465441,466146,0,0.10257,-0.006658,-0.033259,-0.07752,-0.728723,-0.360598
YGL033W,HOP2,7,434630,435629,0,0.011195,-0.244085,-0.224417,-0.930243,-2.06828,-1.373557
YGL039W,,7,422967,423966,0,-0.503897,-0.295805,-0.114356,-0.211631,-0.254707,-0.632728
YGR077C,PEX8,7,639518,639776,0,0.036922,0.540267,0.629218,0.50615,0.181233,0.067408
YGR083C,GCD2,7,646820,647127,0,-0.536798,-0.830384,-0.890878,-0.644655,-0.328702,-0.345422
YGR101W,PCP1,7,693101,693366,0,-0.031263,0.569352,0.662469,0.634928,0.276013,0.043419
YGR122W,,7,733632,733939,0,0.978361,0.710418,0.086737,-0.110598,0.015206,-0.047317
YGR128C,UTP8,7,750097,750405,0,-2.098429,-3.553536,-3.286898,-2.196926,-1.101273,-0.912952
YGR146C,,7,784864,785281,0,-0.335037,-0.009915,-0.334066,0.220998,0.804962,0.27999
YGR152C,RSR1,7,795498,796097,0,-0.361563,-1.119742,-0.990931,-1.473192,-0.432868,-0.085847
YHR099W,TRA1,8,301936,302762,0,-0.550956,-0.554062,-0.333632,-0.209861,0.022644,0.151779
YHR105W,YPT35,8,324394,324767,0,0.900272,1.170089,0.828123,0.600061,0.457122,0.265903
YHR123W,EPT1,8,354322,354816,0,-0.906464,-0.585448,-0.594675,-0.56145,-0.453552,-0.292051
YHR129C,ARP1,8,364156,365155,0,-0.399543,-0.611115,-0.813068,-0.958139,-0.515388,-0.145498
YHR144C,DCD1,8,388729,389728,0,-0.800169,-1.300254,-1.442214,-1.239307,-0.610071,-0.449476
YHR150W,PEX28,8,396661,397252,0,0.090176,-0.843355,-0.633271,-1.784009,-1.607607,-1.822675
YHR168W,MTG2,8,440128,440377,0,0.360014,0.489546,0.528447,0.39986,0.748606,0.526294
YHR174W,ENO2,8,450805,451325,0,0.537174,0.441329,0.486935,0.798389,1.071621,0.825789
YJL034W,KAR2,10,380917,381242,0,0.501469,0.334837,0.384513,0.831472,0.725931,0.743564
YJL041W,NSP1,10,365361,365699,0,-0.654255,-0.336065,-0.377367,-0.371776,-0.1002,-0.011284
YJL059W,YHC3,10,324636,324879,0,0.166538,0.488393,0.300394,0.384548,0.766324,0.377561
YJL065C,DLS1,10,315474,315675,0,0.343547,0.342182,0.133271,-0.04445,0.169907,0.2325
YJL083W,TAX4,10,277918,278756,0,1.009036,1.052033,0.552189,0.59467,0.924169,0.598032
YJL089W,SIP4,10,264967,265841,0,1.250088,2.740607,2.620752,2.860879,2.65814,2.485513
YJL107C,,10,219934,220933,0,4.813373,3.510118,2.015626,1.104969,2.417078,2.689184
YJL113W,,10,197045,197833,0,0.611562,0.488522,0.054159,0.412946,0.871284,0.76794
YKL035W,UGP1,11,369364,369533,0,2.323092,3.439617,3.425789,3.15488,2.263767,1.672409
YKL053C-A,MDM35,11,339088,339313,0,-0.472772,0.32542,0.391954,0.372274,-0.218949,-0.401903
YKL058W,TOA2,11,329088,329810,0,-0.067833,0.097947,-0.086781,-0.280832,-0.184119,-0.081664
YKL082C,RRP14,11,281975,282536,0,-1.336136,-2.094762,-1.848203,-1.388967,-0.872317,-0.642213
YKL099C,UTP11,11,256118,256415,0,-1.469615,-2.453009,-2.615529,-2.483233,-1.678683,-0.984101
YKL105C,,11,242230,242866,0,0.27043,0.803878,0.764899,0.096782,-0.567722,-0.30975
YLR011W,LOT6,12,168102,169101,0,-0.098668,0.300893,-0.035108,-0.151051,-0.004391,0.145222
YLR017W,MEU1,12,177415,177606,0,-1.114852,-1.650607,-1.415924,-0.958269,-0.427058,-0.352374
YLR035C,MLH2,12,214458,215441,0,0.45623,0.788614,0.504358,0.361038,0.349448,0.233044
YLR040C,,12,229584,229967,0,-0.043255,0.13299,0.050752,-0.018747,-0.354645,-0.084366
YLR058C,SHM2,12,259403,259739,0,-1.346531,-1.558568,-1.306516,0.396822,1.143453,0.090246
YLR064W,,12,265255,265456,0,-0.27369,0.233515,0.226772,0.526725,0.403724,0.295674
YLR082C,SRL2,12,293574,294092,0,-0.068623,0.071133,-0.249317,0.086325,0.930316,0.56239
YLR088W,GAA1,12,315732,316107,0,-0.864429,-0.618825,-0.499596,-0.382959,-0.019139,-0.0279
YLR386W,VAC14,12,893390,893627,0,-0.103027,0.142509,0.061061,-0.096047,0.171899,0.304477
YLR392C,,12,906306,907079,0,0.540366,0.995003,0.732434,0.622562,0.365181,0.341268
YLR410W,VIP1,12,937230,937537,0,-0.038096,0.33136,0.414607,0.528093,0.281654,0.109238
YLR414C,,12,954141,954255,0,0.21814,0.174763,-0.678808,-1.084769,-0.533435,-0.320494
YLR432W,IMD3,12,1001699,1002552,0,-0.509607,-1.286992,-1.710706,-1.439864,-0.632475,-0.397126
YLR438C-A,LSM3,12,1014175,1014487,0,-0.684437,-0.520581,-0.722008,-0.737962,-0.504955,-0.301879
YLR455W,,12,1052626,1053625,0,0.097644,0.055466,-0.345279,-0.32689,0.135691,0.267892
YLR461W,PAU4,12,1061916,1062915,0,0.337907,0.117025,-0.304533,-0.000904,0.34086,0.270612
YMR149W,SWP1,13,560811,560994,0,0.113153,0.19021,0.114434,-0.057285,0.072172,0.01773
YMR154C,RIM13,13,568182,568550,0,-0.394167,-1.284775,-1.478898,-0.944613,-0.040085,0.039787
YMR170C,ALD2,13,603082,603867,0,1.977871,2.733946,2.937511,3.006696,2.396265,1.457958
YMR174C,PAI3,13,610365,611015,0,2.712054,3.442084,3.539883,3.702513,3.219426,2.331409
YMR192W,GYL1,13,646776,647116,0,0.043819,0.36513,0.418141,0.467314,0.453244,0.04474
YMR196W,,13,654416,655074,0,2.852284,3.862722,4.085398,4.052144,3.155388,1.763639
YMR214W,SCJ1,13,695152,695348,0,-0.328247,-0.401566,-0.591285,-0.527148,-0.295449,-0.173473
YMR220W,ERG8,13,712108,712314,0,-0.34048,0.014654,0.08593,0.202929,0.309131,0.156078
YNL193W,,14,273614,274366,0,1.287015,1.551626,1.381634,1.249657,0.792305,0.665476
YNL199C,GCR2,14,266530,267529,0,0.377461,0.474367,0.255308,0.096391,0.187559,0.063684
YNL217W,,14,240000,240329,0,-1.377595,-1.839956,-2.285061,-1.882132,-1.283482,-1.14646
YNL223W,ATG4,14,227098,227368,0,0.367077,1.05808,0.907792,0.778331,0.666237,0.436389
YNL241C,ZWF1,14,197943,198501,0,1.164363,1.58867,1.742238,1.660723,0.960874,0.442418
YNL247W,,14,182607,182873,0,0.254933,-0.325689,-0.5568,-1.266593,-1.714981,-1.752234
YNL265C,IST1,14,145281,145562,0,-0.077029,0.674241,0.597231,0.624279,0.270946,-0.063872
YNL271C,BNI1,14,135383,135939,0,-0.201097,0.393954,0.511025,0.524519,0.330748,0.172605
YOL154W,ZPS1,15,33657,34656,0,-1.667682,0.220329,-1.796656,-1.10946,0.252466,-0.797266
YOR011W,AUS1,15,348678,349677,0,-0.642385,-0.502328,-0.479803,-0.339429,-0.360059,-0.343037
YOR017W,PET127,15,361083,361410,0,0.170134,0.455902,0.303706,0.122012,0.269685,0.370091
YOR035C,SHE4,15,400104,400347,0,0.231574,0.815484,0.585326,0.370117,-0.079778,-0.18029
YOR059C,,15,440260,440391,0,0.324937,1.045235,1.102065,0.900268,0.281949,-0.065699
YOR065W,CYT1,15,446739,447439,0,0.966839,1.68591,1.462123,1.381051,0.890775,0.86448
YOR363C,PIP2,15,1023209,1023457,0,0.129984,0.589838,0.611668,0.652318,0.504575,0.396387
YOR369C,RPS12,15,1028622,1029179,0,0.207033,-0.713569,-1.279741,-0.963689,-0.072994,0.166581
YOR387C,,15,1070238,1071237,0,0.656488,1.558568,1.398514,1.674893,1.054593,0.601943
YOR393W,ERR1,15,1079272,1080271,0,1.308519,2.765365,3.355301,3.637247,2.664213,2.689739
YPL017C,,16,520232,521011,0,2.218488,2.331019,2.283101,1.954736,2.001304,1.34409
YPL023C,MET12,16,506311,506695,0,0.003374,0.529986,0.481018,0.496951,0.221648,0.190267
YPL041C,,16,475739,475990,0,0.279918,0.593421,0.852933,0.856203,1.056987,0.730091
YPL047W,SGF11,16,465645,465958,0,1.601139,1.060775,0.503239,0.153684,0.198412,0.34689
YPR070W,MED1,16,685434,685894,0,0.267847,0.038029,-0.038894,0.210154,-0.200071,-0.237626
YPR088C,SRP54,16,713027,713273,0,-0.170013,-0.122696,-0.286939,-0.100571,0.163233,0.059172
YPR094W,RDS3,16,720422,720634,0,0.174473,0.180617,-0.325646,-0.416958,-0.293022,-0.358609
YPR112C,MRD1,16,751918,752255,0,-2.419417,-4.288736,-4.921507,-3.954829,-1.412763,-0.931265
YPR118W,,16,767492,767749,0,-0.557229,-1.097116,-1.42926,-1.281742,-0.876339,-0.502491
YPR135W,CTF4,16,798853,799229,0,-0.052062,-0.153737,-0.254308,-0.252068,0.049635,0.274821
YPR139C,VPS66,16,814055,814387,0,-0.247788,0.011908,-0.269091,-0.380768,-0.257081,-0.213563
YCL057C-A,,3,24326,24768,0,-0.100394,0.418775,0.57991,0.858267,0.681958,0.657243
YIL014C-A,,9,325525,326101,0,-0.072001,0.216078,0.513916,0.710403,0.846553,1.12667
YKL018C-A,,11,403523,403745,0,-0.551783,-0.57109,-0.504142,-0.437398,-0.287498,-0.429045
YNR034W-A,,14,691561,692560,0,0.17342,0.314678,-0.21957,-0.162122,0.205721,0.126542
YBR036C,CSG2,2,310314,310564,0,-0.048552,0.470788,0.376083,0.315717,0.209607,0.020856
YBR042C,CST26,2,321610,321876,0,-0.602796,-0.645297,-0.551853,-0.623905,-0.404752,-0.333635
YBR060C,ORC2,2,362513,363512,0,-0.104057,-0.233904,-0.242682,-0.153632,0.073732,-0.020313
YBR066C,NRG2,2,370698,371697,0,0.237497,-0.841193,-0.905369,-1.725848,-1.74616,-2.048233
YBR084C-A,RPL19A,2,415256,415977,0,-0.181601,-1.124489,-1.421436,-0.990607,-0.113664,-0.031649
YBR089C-A,NHP6B,2,426484,427149,0,-0.764858,-0.80918,-0.30984,0.171845,0.311504,0.27161
YBR106W,PHO88,2,451963,452651,0,-0.700693,-1.274724,-1.110688,-0.770048,-0.205818,-0.281998
YBR112C,CYC8,2,465765,466764,0,-0.192606,-0.379741,-0.713423,-0.452783,-0.016026,-0.00057
YCR044C,PER1,3,207946,208130,0,-0.080242,0.088516,0.058165,-0.132241,-0.156662,-0.296574
YCR072C,RSA4,3,242348,242584,0,-1.954122,-3.370121,-3.285887,-2.248106,-1.177977,-0.891744
YCR079W,PTC6,3,252624,252840,0,0.434028,1.12031,0.955774,0.834965,0.81413,0.592696
YCR097W,HMRA1,3,293534,293830,0,-0.022076,0.531452,0.169696,0.353567,0.297061,0.055669
YDL013W,SLX5,4,428344,429063,0,0.969673,0.733925,0.28816,0.306923,0.256444,0.398678
YDL019C,OSH2,4,421512,422511,0,1.304973,1.632029,1.313449,1.156879,0.798201,0.47303
YDR070C,,4,588377,588824,0,3.366817,4.662296,4.393735,4.539954,4.150487,3.087482
YDR076W,RAD55,4,598078,598463,0,-0.339295,-0.354269,-0.241304,-0.494003,0.118461,0.376453
YDR098C-B,,4,651122,652121,0,0.213517,0.074025,0.175542,0.346319,0.433273,0.449257
YDR116C,MRPL1,4,683577,683941,0,-0.413729,0.188956,0.321966,0.353251,0.151118,-0.012733
YDR122W,KIN1,4,694170,694694,0,0.546399,1.234628,1.394614,1.223101,0.584914,0.492419
YDR140W,MTQ2,4,733919,734132,0,-0.640765,-0.394239,-0.241485,-0.280269,-0.285285,-0.2556
YDR146C,SWI5,4,750738,751626,0,-0.627635,-0.39722,-0.547942,-0.378924,0.242716,0.482475
YDR436W,PPZ2,4,1333959,1334810,0,0.829971,1.738861,1.626674,1.396154,0.74421,0.394085
YDR460W,TFB3,4,1383433,1383800,0,0.427422,0.779555,0.416608,0.335558,0.291523,0.271264
YDR466W,PKH3,4,1394564,1395110,0,0.058377,0.632117,0.527798,0.43429,0.161119,0.066458
YDR484W,VPS52,4,1422475,1422752,0,0.12598,0.410109,0.227649,0.136474,0.0597,-0.044719
YDR490C,PKH1,4,1434259,1434914,0,0.921491,1.347027,1.415439,1.247898,0.666482,0.523811
YDR508C,GNP1,4,1468435,1469390,0,1.111376,0.782516,0.567917,0.450898,0.3899,0.465086
YDR514C,,4,1472990,1473419,0,-0.554088,-1.058902,-1.314595,-1.089725,-0.805375,-0.722708
YER178W,PDA1,5,546409,546811,0,0.515654,0.848275,0.970743,1.078877,0.925275,0.641112
YER184C,,5,558676,559449,0,0.293242,0.184534,0.156165,0.333494,0.509565,0.470877
YFL009W,CDC4,6,115737,116138,0,0.104296,0.330215,0.331284,0.198489,0.194104,0.149903
YFL030W,AGX1,6,76145,76828,0,1.72964,2.657472,2.692821,2.545528,2.052534,1.589536
YFL034W,,6,64931,65474,0,-0.088234,0.184661,0.226854,0.276022,0.244428,0.148628
YFL053W,DAK2,6,22787,23422,0,-0.103046,0.882032,0.605311,0.766615,-0.064685,-0.25258
YFL059W,SNZ3,6,10969,11362,0,-0.469363,-0.158705,-0.01538,0.225179,0.334475,0.534684
YGL236C,MTO1,7,55797,56482,0,-1.145694,-1.014832,-0.382701,-0.035454,0.14926,-0.027178
YGL242C,,7,45198,45445,0,0.018323,0.413068,0.657797,0.820765,0.508452,0.292783
YGR003W,CUL3,7,499910,500135,0,0.314773,-0.148375,-0.450447,-0.47931,-0.241879,0.046329
YGR021W,,7,527333,527635,0,-0.387058,0.117923,0.328897,0.290081,0.255162,0.036807
YGR027C,RPS25A,7,534463,535462,0,0.469447,-0.430299,-0.797143,-0.657894,0.132488,0.448957
YGR041W,BUD9,7,576508,577490,0,-0.6458,-0.836561,-0.656121,-0.66684,-0.378246,-0.196546
YGR047C,TFC4,7,589474,589830,0,-0.088484,-0.410289,-0.772012,-0.641073,-0.223112,-0.25157
YHL048W,COS8,8,5796,6399,0,0.319641,0.529823,0.451332,0.831852,1.038233,0.763408
YHR003C,,8,111312,111748,0,-0.563692,-0.290514,-0.373291,-0.315885,-0.246047,-0.438797
YHR020W,,8,143550,143987,0,-0.513717,-1.569031,-2.175276,-1.630526,-0.335635,-0.257891
YHR025W,THR1,8,159184,159429,0,-0.646634,-1.009839,-1.245235,-1.048303,-0.588771,-0.516461
YHR042W,NCP1,8,189856,190534,0,-0.436348,-0.669543,-0.780474,-0.595559,-0.176554,-0.02744
YHR048W,,8,203599,204598,0,0.702106,0.405944,0.111242,0.16732,0.731206,0.722507
YHR065C,RRP3,8,229039,229336,0,-1.561093,-2.158416,-1.608211,-0.965539,-0.467801,-0.579921
YHR071W,PCL5,8,236381,237004,0,0.156692,0.234291,0.314061,0.192259,0.241761,0.705155
YIL148W,RPL40A,9,68067,68707,0,0.029227,-0.72852,-1.072159,-0.760513,-0.064192,0.169352
YIL154C,IMP2',9,55022,55198,0,0.23828,-0.57413,-0.936161,-1.743293,-1.181917,-0.911179
YIL172C,,9,18554,19515,0,-0.271598,-0.276566,-0.317435,-1.117115,-0.803673,0.426734
YIR001C,SGN1,9,356893,357412,0,-0.043153,-0.189085,-0.160548,-0.925122,-1.023729,-0.687917
YIR019C,MUC1,9,393673,394672,0,0.179181,0.232862,0.348189,-0.826093,-1.168697,-0.94697
YIR024C,,9,403489,403656,0,0.228557,-0.932537,-1.159495,-2.759271,-2.322453,-1.741014
YIR042C,,9,435981,436980,0,0.474511,-0.399815,-0.250082,-1.368918,-1.210152,-0.74912
YJL004C,SYS1,10,432116,432559,0,-0.01504,-0.140023,-0.238966,-0.652626,-0.742112,-0.60152
YJR093C,FIP1,10,604121,604486,0,-0.099763,0.309557,0.122862,0.217909,0.006139,-0.124671
YJR110W,YMR1,10,632856,633529,0,0.590182,0.63451,0.371239,0.09138,0.179709,0.112946
YJR116W,,10,640366,640739,0,0.000142,0.054807,-0.077483,0.139009,0.44836,0.632894
YJR134C,SGM1,10,675768,675974,0,-0.157248,0.148731,0.020242,0.139146,0.222206,0.275637
YJR139C,HOM6,10,690440,690665,0,0.275306,0.011804,-0.084499,-0.176471,-0.128297,0.051726
YKL001C,MET14,11,439029,440028,0,-0.234559,-0.709376,-0.980693,-0.958561,-1.100529,-0.911535
YKR077W,,11,583037,583294,0,0.592249,0.459228,0.236088,0.357755,1.317429,1.292619
YKR083C,DAD2,11,596465,596697,0,-0.837519,-0.696249,-0.901295,-0.859836,-0.585202,-0.423487
YKR101W,SIR1,11,639606,640105,0,0.759238,0.791096,0.755378,0.700143,1.378621,1.283601
YLL001W,DNM1,12,147600,147888,0,0.274115,0.95426,1.115799,1.081613,0.716894,0.592805
YLL018C-A,COX19,12,108972,109901,0,0.199122,0.453244,0.284746,0.161162,0.109611,-0.087917
YLL024C,SSA2,12,97485,97996,0,1.618493,1.498855,1.790776,1.974794,1.636041,0.946193
YLL042C,ATG10,12,52590,53130,0,0.177426,-0.020894,0.109712,0.375947,0.757096,0.481876
YLL048C,YBT1,12,46265,46713,0,-0.655835,-0.451494,-0.168487,-0.052176,0.10535,0.058884
YLR286C,CTS1,12,710139,710993,0,-0.159712,-0.334221,-0.454163,-0.384073,-0.361758,-0.294659
YLR303W,MET17,12,731561,732543,0,0.167212,-0.045473,-0.563669,-1.919299,-2.738264,-2.180666
YLR309C,IMH1,12,751772,752226,0,-0.236738,0.150224,0.298658,0.320881,0.255261,-0.04961
YLR326W,,12,781379,782173,0,0.884316,1.381416,0.762209,0.667272,0.620652,0.433074
YLR332W,MID2,12,789679,790675,0,-0.410846,-1.020485,-1.498355,-1.376868,-0.964176,-0.572634
YLR350W,ORM2,12,827872,828728,0,0.89634,1.010611,0.129302,-0.225296,-0.326359,-0.104845
YLR356W,,12,839320,840319,0,0.941219,1.969322,2.116027,2.216584,1.180763,0.780615
YMR069W,NAT4,13,407583,407707,0,0.326109,-0.431599,-0.403953,-0.102905,0.69348,0.660945
YMR091C,NPL6,13,451365,451631,0,-0.287959,0.020956,-0.11737,-0.263964,-0.152706,-0.084692
YMR097C,MTG1,13,460527,460770,0,0.098471,0.611305,0.477851,0.173985,0.049543,0.047493
YMR115W,,13,497448,497702,0,0.122187,0.487207,0.449327,0.749073,0.261926,-0.048715
YMR120C,ADE17,13,509280,509733,0,-2.062868,-1.19376,-0.187168,1.95546,2.042554,-0.597991
YNL085W,MKT1,14,466642,467130,0,-0.196438,-0.201913,-0.17804,-0.23854,-0.159137,-0.020257
YNL091W,NST1,14,452073,452407,0,-0.235414,-0.07732,-0.154046,-0.167455,-0.047667,0.0609
YNL115C,,14,412054,412771,0,0.363257,-0.876714,-0.929101,-2.74471,-2.105669,-1.668435
YNL133C,FYV6,14,374693,375321,0,0.177689,-0.303428,-0.091901,-0.869303,-0.867396,-0.68382
YNL139C,RLR1,14,365718,366033,0,-0.195759,0.066543,0.275512,-0.176927,-0.274122,-0.043707
YNL157W,,14,340208,340351,0,0.858755,0.961197,0.750904,0.477217,0.204865,0.141667
YNL163C,RIA1,14,330074,330329,0,-0.637254,-0.629889,-0.349885,-0.249792,-0.171773,-0.114492
YOL049W,GSH2,15,238183,238616,0,0.194027,0.527865,0.596415,0.685707,0.417824,0.203146
YOL054W,PSH1,15,227612,228611,0,-0.439655,-0.538033,-0.765029,-0.844991,-0.519118,-0.265263
YOL072W,THP1,15,194799,194968,0,0.50431,0.659199,0.406384,0.065692,0.111979,0.111467
YOL078W,AVO1,15,181426,181680,0,-0.199043,0.334444,0.412291,0.408613,0.519082,0.533596
YOL096C,COQ3,15,139045,139226,0,0.241276,1.186213,1.085206,0.973187,0.366332,0.038743
YOL102C,TPT1,15,126689,126981,0,-0.507435,-0.459836,-0.490449,-0.449579,-0.202181,-0.142397
YOL124C,TRM11,15,86757,87756,0,-1.770337,-4.373792,-4.541298,-3.681965,-1.28531,-0.656187
YOR259C,RPT4,15,813707,813982,0,0.437601,0.833502,1.098198,1.270988,0.803001,-0.056838
YOR265W,RBL2,15,820155,820450,0,-0.268032,-0.28913,-0.338334,-0.089731,-0.016168,-0.006231
YOR283W,,15,847126,847449,0,-0.48186,-0.741673,-0.770155,-0.643393,-0.193252,-0.336086
YOR289W,,15,853074,853353,0,0.537645,1.738367,1.675298,1.749743,1.019987,0.556919
YOR305W,,15,888746,889017,0,-0.616901,-0.779976,-1.061198,-0.891542,-0.568636,-0.369795
YOR311C,HSD1,15,899924,900245,0,-0.287595,-0.268835,-0.274449,-0.213445,0.035766,-0.054365
YOR329C,SCD5,15,939345,939616,0,-0.72857,0.374291,0.614177,0.82673,0.569744,0.160632
YOR335C,ALA1,15,949105,949768,0,-0.456459,-1.02456,-1.214132,-0.902109,-0.181433,-0.197543
YPL243W,SRP68,16,88033,88516,0,-0.044772,-0.123067,-0.109345,0.002141,-0.081827,-0.225336
YPL249C,GYP5,16,79354,79711,0,0.220526,0.746411,0.725849,0.503596,0.138898,-0.208805
YPL264C,,16,44345,44551,0,-0.219453,0.375059,0.377189,0.398696,0.333321,0.156769
YPL270W,MDL2,16,30267,30481,0,0.444021,0.939329,0.892154,0.711034,0.417685,0.390583
YPR004C,,16,565039,565784,0,-0.623104,-0.2941,-0.252793,0.023794,0.158936,0.250641
YPR010C,RPA135,16,581194,582193,0,-1.843039,-3.405613,-4.190588,-3.044535,-0.948159,-0.651891
YPR028W,YOP1,16,622524,623523,0,0.643342,0.787446,0.959893,0.979204,0.848904,0.660517
YPR034W,ARP7,16,639016,639521,0,-0.179727,-0.374093,-0.432863,-0.270139,-0.300995,-0.205368
YER103W,SSA4,5,363698,364584,0,1.914318,3.672848,2.943886,3.430434,2.765741,1.075056
YAL007C,ERP2,1,138348,139347,0,-0.193834,-0.261432,-0.3073,-0.485424,-0.250287,-0.06548
YAL025C,MAK16,1,101147,101566,0,-2.86617,-3.705997,-3.56084,-2.673769,-1.508298,-1.356096
YAL031C,GIP4,1,87033,87287,0,0.521052,0.960913,0.607757,0.469987,0.415608,0.107285
YAL046C,,1,57387,57519,0,-0.321699,-0.00761,0.108806,0.138881,0.067099,0.163746
YAL054C,ACS1,1,45024,45900,0,-0.166672,0.523531,0.719704,0.59579,0.48725,0.391468
YBR130C,SHE3,2,496864,497157,0,0.146244,-0.015973,-0.180056,-0.266992,-0.087124,-0.046188
YBR136W,MEC1,2,505300,505661,0,0.082698,0.464794,0.735674,0.851602,0.431346,0.442511
YBR154C,RPB5,2,549004,549765,0,-1.017246,-1.4121,-1.397647,-1.052601,-0.66849,-0.599144
YBR160W,CDC28,2,559722,560071,0,0.749328,0.773646,0.539963,0.270461,0.291534,0.318316
YBR177C,EHT1,2,586158,586542,0,0.565855,1.027082,0.812408,0.628635,-0.276283,-0.502046
YBR183W,YPC1,2,595550,596109,0,1.72766,2.409112,1.980038,1.539059,1.05708,0.609771
YBR201W,DER1,2,623142,623571,0,-0.685106,-0.192043,-0.337194,-0.295828,-0.209281,-0.419487
YBR207W,FTH1,2,634831,635140,0,-0.389637,-0.016996,0.05349,0.032578,-0.061757,-0.103537
YDL037C,BSC1,4,385585,386584,0,-3.238758,-2.996429,-2.345022,-1.815893,-1.887587,-2.339716
YDL043C,PRP11,4,376478,376754,0,-0.9299,-0.713784,-0.706788,-0.691495,-0.937696,-0.940156
YDL060W,TSR1,4,340798,341618,0,-2.989261,-3.873245,-3.389058,-2.173286,-1.094713,-0.950619
YDL066W,IDP1,4,334396,334834,0,0.000965,-0.253116,-0.225505,-0.154298,0.014179,0.175132
YDL084W,SUB2,4,304848,305236,0,0.021748,-0.457808,-0.553677,-0.635149,-0.145373,0.14481
YDL090C,RAM1,4,296330,296820,0,-0.065867,0.053562,0.224277,-0.001851,-0.02863,-0.15783
