ID,coding/noncoding,chromsome,Start Position,Stop Position,Strand,wild-type T4 min,wild-type T8  min,wild-type T12  min,wild-type T16  min,wild-type T20  min,wild-type T30 min,wild-type T40 min,wild-type T60 min,wild-type T30  min rep2,wild-type T30  min rep3,wild-type T30  min rep4,msn2/4ÆÆ t4  min,msn2/4ÆÆÊt8 min,msn2/4ÆÆ t12 min,msn2/4ÆÆÊt16 min,msn2/4ÆÆ t20 min,msn2/4ÆÆ t30 min,msn2/4ÆÆ t40 min, msn2/4ÆÆ t60 min,msn2/4ÆÆ t30 min rep2,msn2/4ÆÆÊt30  min rep3,msn2/4ÆÆ t30 min  rep4
YML106W,coding,chr13,56461,57533,W,-0.24897,-0.54659,-0.53018,-0.73604,-1.50826,-1.94032,-1.83639,-1.26353,-1.34232,-1.49803,-2.68735,-0.00738,-0.15366,-0.25433,-0.33754,-0.96661,-1.6226,-2.01659,-0.96318,-1.45886,-1.10167,-1.09668
YML107C,coding,chr13,56281,55193,C,0.61234,0.32493,0.0956,-0.00584,0.22055,-0.03574,-0.18407,-0.2746,0.45869,0.2927,-0.34007,-0.05844,0.35042,0.26041,0.12033,0.32753,0.28919,0.04833,-0.00025,-0.05908,-0.29377,0.42912
YML108W,coding,chr13,54733,55325,W,-0.27558,-0.96498,-0.81525,-1.62929,-1.92671,-2.2665,-2.35623,-0.59568,-1.64878,-1.76546,-2.78911,-0.84347,-0.56944,-0.75914,-1.27132,-0.96263,-1.81347,-1.91827,-0.80812,-1.29449,-1.43862,-1.07004
YML109W,coding,chr13,51549,54749,W,0.00042,-0.17846,-0.70028,-1.03333,-0.48884,-0.52583,-0.66881,-0.20036,-0.5317,-0.62934,-0.69634,-0.14937,-0.27426,-0.54975,-0.69766,-0.49342,-0.06662,0.10926,0.03215,-0.32912,-0.25777,-0.31625
YML110C,coding,chr13,51009,49753,C,-0.24299,-0.20328,0.15322,0.10605,0.28775,0.64118,0.83225,1.07679,0.36619,0.42334,0.25644,0.09469,0.09247,0.14551,0.02795,0.00602,-0.21063,-0.02858,0.60874,0.75353,-0.20883,-0.00691
YML111W,coding,chr13,46789,49773,W,-0.26492,-0.59729,-0.72554,-0.72631,-0.34152,-0.06428,-0.67961,-0.39277,0.08968,-0.27147,-0.59563,-0.19277,-0.39027,-0.50367,-0.34133,-0.03945,0.0852,0.14972,-0.28983,-0.05247,-0.16662,0.135
YML112W,coding,chr13,45037,46005,W,0.28156,0.46013,0.34239,0.21612,0.47124,0.26584,0.04142,0.66249,0.81595,0.78443,0.12707,0.17996,0.4075,0.38815,0.22594,0.99607,0.27591,0.72646,0.44848,0.16911,0.14911,1.04641
YML113W,coding,chr13,43997,44837,W,-0.9399,-1.35007,-1.77284,-2.11779,-2.40168,-2.73288,-1.99139,-0.31479,-2.59517,-2.36627,-3.13626,-0.40374,-0.88333,-1.19419,-1.62261,-2.18967,-2.20158,-1.98375,-0.81602,-1.02917,-1.64547,-2.01475
YML114C,coding,chr13,43657,42041,C,-0.16637,-0.34614,-0.24422,-0.42089,-0.26128,-0.07197,-0.50059,-0.27854,0.05582,0.05322,-0.33275,-0.12803,-0.15697,-0.1285,-0.2816,0.05235,0.06878,-0.005,-0.40002,-0.55245,-0.49194,0.44739
YML115C,coding,chr13,41865,40169,C,-0.28684,-0.45945,-0.29999,-0.34944,-0.53247,-0.46995,-0.64769,-0.38943,-0.62464,-0.78475,-1.07825,-0.12078,-0.0987,-0.04428,-0.09897,-0.45473,-0.66824,-0.55894,-0.33766,-0.35636,-0.68312,-0.46638
YML116W,coding,chr13,38069,39613,W,0.80381,1.21518,1.95594,2.58983,2.5279,2.43612,1.69408,-0.09659,2.84758,2.37978,1.29948,-0.00121,0.42357,1.47756,2.59013,2.94635,3.77176,2.61489,0.22691,2.06778,1.34873,3.25054
YML116W-A,coding,#N/A,#N/A,#N/A,#N/A,-0.72291,-0.34275,-0.404,0.19471,0.32772,1.01364,0.85335,0.39544,0.70261,0.86821,0.70365,-0.10567,-0.36996,-0.48135,0.06328,-0.00116,0.99169,0.67392,0.03863,0.74297,-0.08913,0.72565
YML117W,coding,chr13,34101,37861,W,0.062,-0.14882,0.41314,0.50191,0.73422,1.22367,0.61803,0.11383,1.0551,0.86421,0.59561,-0.00037,-0.0701,0.05011,0.24519,0.56061,0.79183,0.91775,0.1385,0.4182,0.29189,0.75087
YML118W,coding,chr13,32232,34029,W,0.65534,0.81537,0.98438,0.91044,1.20076,1.10506,0.69352,0.35093,1.62958,1.09976,1.24753,0.17574,0.86473,1.32061,1.29403,1.0945,1.18846,1.00873,0.63255,0.34367,0.61778,1.1088
YML119W,coding,chr13,30573,31293,W,0.00094,-0.2315,-0.5013,-1.18827,-1.33132,-1.73194,-1.27169,-0.94974,-1.67102,-1.34236,-1.91476,0.04509,-0.08527,-0.16796,-0.78901,-1.05286,-1.0921,-1.02425,-1.16811,-0.54523,-0.74871,-1.12029
YML120C,coding,chr13,29889,27905,C,0.43143,1.01162,1.42818,1.81955,1.90003,1.79822,1.70356,1.23046,1.36869,1.63286,1.1701,0.06338,0.15822,0.52079,1.13553,0.89069,1.1065,0.82827,0.92819,0.97532,0.36471,1.17365
YML121W,coding,chr13,26813,28045,W,0.05777,-0.36033,-0.22374,-0.2511,-0.32987,0.495,0.52694,0.6309,0.25802,-0.29122,-0.0129,-0.28309,-0.11381,-0.0949,-0.26515,-0.15296,0.24258,0.62535,0.67485,0.25908,-0.03391,0.05678
YML122C,coding,#N/A,#N/A,#N/A,#N/A,1.68616,1.89705,0.60413,0.40119,1.42826,-0.80697,2.09843,1.57387,NA,-0.8786,-0.49841,0.41072,0.33342,0.08407,-0.10424,-0.95607,0.0829,0.13807,0.79123,-0.50482,-0.40833,-1.3853
YML123C,coding,chr13,25857,23929,C,-0.1627,-0.56343,-1.01527,-1.65474,-2.81012,-1.59371,0.11081,0.26182,-2.60283,-2.07507,-2.31389,-0.11603,-0.28392,-0.78146,-1.35683,-2.51046,-2.13843,-0.72332,0.11862,-0.59375,-0.53883,-2.0771
YML124C,coding,chr13,23786,21871,C,-0.33425,-0.33456,-0.26981,-0.33956,-0.55619,-0.47148,-0.48693,-0.25171,-0.54409,-0.57998,-1.01269,-0.05576,-0.04934,-0.20335,-0.27616,-0.47144,-0.51154,-0.57935,-0.31227,0.32513,-0.55175,-0.23018
YML125C,coding,chr13,21745,20681,C,-0.47231,-0.23303,-0.34217,-0.55746,-1.0495,-1.19987,-0.38349,0.79033,-0.97749,-0.94318,-1.65974,0.19677,0.2792,0.09674,-0.18659,-0.61499,-1.08243,-0.39159,0.70536,0.04942,-0.49854,-0.601
YML126C,coding,chr13,20489,18993,C,-0.16065,-0.46202,-0.27596,-0.65755,-1.0628,-1.16789,-0.80928,-0.14857,-0.97031,-1.11344,-1.90996,0.10576,-0.04895,-0.25997,-0.43266,-0.57312,-0.95167,-0.73475,-0.04505,0.14274,-0.29184,-0.61191
YML127W,coding,chr13,16989,18837,W,-0.0257,0.22287,0.59202,0.86221,0.81915,0.94844,0.88415,0.19643,0.76978,0.85834,0.20323,0.27765,0.29541,0.39891,0.54929,0.40265,0.39072,0.20771,-0.0711,0.52048,-0.20514,0.75977
YML128C,coding,chr13,16849,15265,C,0.53042,1.73057,3.31304,4.15196,4.87499,5.91335,6.03042,5.43926,4.75035,5.21279,5.71263,0.45165,0.99154,1.12327,1.34319,1.80314,1.71026,1.67474,1.29321,1.80961,0.89322,1.95553
YML129C,coding,chr13,14793,14313,C,0.29484,0.41508,0.82608,0.50331,0.60088,0.91132,0.29997,0.90648,0.95002,0.80516,0.65233,-0.34416,-0.04137,0.38119,0.04218,0.57249,0.07366,0.45586,0.35538,1.18453,0.0228,0.77767
YML130C,coding,chr13,13281,11505,C,0.71966,0.72627,1.65278,1.55572,1.3565,0.66057,0.15045,0.33192,2.14201,1.33479,-0.08173,0.40347,0.95654,1.7853,2.05748,2.33611,0.92634,0.35748,0.33505,0.11904,0.3989,2.34768
YML131W,coding,chr13,10133,11069,W,2.64696,3.4455,4.506,4.88588,4.93918,4.78172,4.43652,2.60733,4.4544,4.11556,4.12842,1.59789,2.75655,3.58944,4.25377,4.48904,4.60125,4.0691,3.01211,5.6028,3.49049,4.98679
YML132W,coding,chr13,7142,8561,W,0.25884,0.38193,0.59862,0.86291,0.64749,0.49198,0.89985,0.26805,0.3352,0.28479,-0.08442,0.27059,0.24947,0.224,0.33211,-0.10771,-0.29982,-0.55009,-0.41931,-0.12839,-0.25615,0.56178
YML133C,coding,chr13,4786,283,C,-0.28688,-0.27389,-0.56635,-0.34268,-0.28636,0.14797,0.09494,0.06333,-0.56294,-0.3457,-0.69932,-0.21165,-0.46159,-0.71474,-0.59335,-0.91796,-0.33705,-0.73591,-0.70777,-0.00756,-1.04606,-0.33851
YML133W-A,coding,#N/A,#N/A,#N/A,#N/A,0.48613,0.51279,-0.1244,0.22243,0.30838,0.21104,0.62668,-0.14244,-1.48557,-0.19927,-0.43209,-0.35532,-0.56125,-0.60662,-0.44088,-1.36664,-0.04826,-1.06547,-0.95618,0.79658,-1.16602,-0.24757
YML133W-B,coding,#N/A,#N/A,#N/A,#N/A,0.86419,0.90685,0.37676,0.67677,0.52244,0.1532,0.79762,-0.07301,-0.0442,-0.46606,-0.66043,-0.5495,-0.82255,-0.74008,-0.36618,-1.49342,-0.20487,-1.32516,-1.2544,0.42763,-1.30746,-0.3735
YMR001C,coding,chr13,271521,268905,C,-0.55065,-1.0681,-1.6366,-2.22331,-2.07076,-2.12876,-2.32877,-1.71316,-1.98419,-1.93847,-2.4566,-0.29774,-0.65279,-1.15578,-1.57963,-1.70265,-1.70316,-1.47074,-1.65689,-1.28606,-1.25348,-1.74638
YMR001C-A,coding,chr13,271679,271169,C,-0.25505,-0.8785,-1.04721,-2.27416,-2.50839,-3.15656,-2.40752,-2.15962,NA,-2.36033,-3.24536,-0.06806,-0.90939,-0.60222,-1.76916,-1.43924,-2.31536,-2.38021,-2.3796,-1.22283,-1.11173,-2.14402
YMR002W,coding,chr13,272101,272893,W,-0.26812,-0.00013,-0.00171,-0.03159,-0.26545,0.34631,0.51178,0.94124,-0.56405,0.09728,-0.02435,0.56863,0.43036,0.32058,0.22749,-0.12997,0.34451,0.28728,0.69952,1.55107,-0.22223,0.59055
YMR003W,coding,chr13,273077,273597,W,0.09886,-0.16939,-0.50568,-1.19665,-1.34844,-1.55579,-1.49024,-0.67369,-1.21768,-1.17131,-1.69569,-0.05505,-0.09855,-0.462,-0.80506,-0.7252,-1.0539,-0.99914,-0.88659,-0.91965,-1.14434,-0.91057
YMR004W,coding,chr13,273949,275453,W,0.10762,-0.34183,0.07724,-0.06568,0.43773,1.08602,0.48944,0.83831,1.09867,0.84559,0.73291,-0.08554,0.20951,0.30486,-0.09147,0.57746,0.59251,1.12732,0.80671,0.74239,0.42649,0.77376
YMR005W,coding,chr13,275965,277133,W,-0.16879,-0.13072,-0.34206,-0.70691,-0.72728,-0.65761,-1.06572,-0.19163,-0.1504,-0.40144,-1.09139,-0.01901,-0.14998,-0.24012,-0.23141,-0.39219,-0.04306,-0.15233,-0.20541,-0.45195,-0.75936,0.15575
YMR006C,coding,chr13,279761,277481,C,-0.28308,-0.43979,-0.82624,-1.18108,-1.75945,-1.67308,-0.50381,0.02963,-1.74794,-1.39485,-2.17394,0.09818,-0.07651,-0.28074,-0.47447,-1.44124,-1.54863,-1.06535,0.11191,0.23967,-0.27112,-1.60372
YMR007W,coding,#N/A,#N/A,#N/A,#N/A,1.7427,1.95029,0.92115,0.56797,1.17379,0.21026,1.6818,1.07472,NA,NA,0.61597,0.73789,1.16445,0.59801,0.80226,0.52957,1.07283,0.40783,0.8654,0.64385,0.84013,-1.71239
YMR008C,coding,chr13,282793,280425,C,-0.1736,0.14643,0.1992,0.60043,0.50387,0.78169,1.2581,1.11381,0.9982,0.5839,0.4666,0.10687,0.22649,0.72028,1.16623,0.80067,1.16833,1.22826,1.44355,1.14879,0.70939,1.42794
YMR009W,coding,chr13,283989,284589,W,-0.20509,-0.35076,-0.36311,-0.65428,-0.37332,-0.07722,-0.17065,0.43764,-0.15926,-0.19425,-0.03696,0.14438,0.4739,0.644,0.23569,0.08102,-0.14596,0.10275,0.41187,0.68996,-0.35654,0.0656
YMR010W,coding,chr13,284845,286365,W,-0.66668,-1.04903,-0.67306,-0.47192,-0.3275,-0.02423,0.04169,-0.13768,-0.62463,-0.41919,-0.61271,-0.46966,-0.50854,-0.58537,-0.29978,-0.10918,0.02607,0.24397,0.12573,0.03563,-0.12302,-0.11266
YMR011W,coding,chr13,288037,289821,W,0.10282,0.22953,0.30159,0.30895,-0.41421,-1.50431,-1.59042,-0.15985,-0.33459,-1.07118,-2.5699,0.32431,0.17256,0.11692,0.27801,-0.70272,-1.3083,-2.26644,0.57058,-2.2263,-1.03292,0.43004
YMR012W,coding,chr13,291005,295021,W,-0.12542,-0.72513,-0.57048,-0.90716,-1.29458,-0.96059,-1.01102,-0.17604,-0.69131,-0.85567,-1.81876,0.11259,0.0166,-0.26041,-0.52608,-0.80473,-1.19464,-0.75927,-0.14405,-0.10022,-0.74887,-0.65757
YMR013C,coding,chr13,296801,295074,C,-0.12861,-0.18768,-0.17876,0.01401,-0.07143,-0.20516,-0.14579,-0.05215,-0.05737,-0.28408,-0.7882,-0.05681,-0.14015,-0.01099,0.27685,0.20407,0.10923,-0.00967,-0.17749,-0.62752,-0.25951,0.14428
YMR013C-A,coding,#N/A,#N/A,#N/A,#N/A,0.1257,0.12017,0.17849,0.32598,-0.41132,-0.24471,-0.07241,-0.36246,0.0301,-0.26342,-0.47414,0.52302,0.74837,0.38144,0.6175,0.06168,0.21133,-0.17678,-0.12094,-0.43721,-0.32392,0.37965
YMR014W,coding,chr13,298821,300333,W,0.02135,-0.47143,-1.29166,-2.59861,-2.09734,-3.40269,-2.73993,-0.79752,-1.30646,-2.88768,-2.47713,-0.78893,-1.01811,-1.17648,-1.66605,-1.93573,-2.44775,-1.72244,-0.6559,-2.05696,-1.51566,-2.21084
YMR015C,coding,chr13,302561,300793,C,0.4051,0.38896,0.19431,-0.06601,-0.77471,-0.80096,-0.00309,0.25303,-0.90032,-0.78683,-1.5329,0.35878,0.43095,0.18618,0.16916,-0.54021,-0.56352,-0.34845,0.35734,-0.41092,-0.31821,-0.32936
YMR016C,coding,chr13,305873,303169,C,0.25674,0.31913,0.44043,0.33656,0.20948,-0.30883,-0.81952,0.19589,0.51235,0.1112,-0.80397,-0.04477,0.21373,0.82129,1.14352,0.98047,0.42062,0.30344,0.14287,0.16274,-0.00995,1.47615
YMR017W,coding,chr13,307386,308859,W,1.20393,1.62015,1.10095,0.52372,1.35588,0.24464,0.53702,0.00383,NA,-0.36297,1.10816,0.8037,1.17545,1.36389,1.197,0.94219,1.71471,1.47514,1.48631,0.22179,1.26681,-0.27245
YMR018W,coding,chr13,310105,311929,W,0.7848,1.29297,0.34417,-0.47289,0.31281,-0.58134,-0.05712,-0.61689,NA,-1.44651,0.91061,0.60603,0.52876,0.40266,0.38805,0.26498,0.41109,-0.17921,-0.0709,0.02251,0.29716,-0.88389
YMR019W,coding,chr13,312245,314805,W,-0.13467,-0.45399,-0.57458,-0.76609,-0.57653,-0.61472,-0.84488,-0.3128,-0.34474,-0.52884,-1.16809,-0.0339,-0.14694,-0.31027,-0.19283,-0.0581,-0.26149,-0.25196,-0.27418,-0.11394,-0.52632,-0.09195
YMR020W,coding,chr13,315325,316941,W,0.13541,0.62785,1.18307,1.29925,1.32655,1.33258,0.94509,0.70123,1.43626,1.27404,0.85163,0.23747,0.87774,1.32346,1.44304,1.4507,1.2337,0.78906,0.77131,1.17217,0.413,1.74246
YMR021C,coding,chr13,318465,316929,C,-0.09663,0.02942,0.25742,0.07454,-0.0186,0.04788,-0.24792,0.1006,0.58661,0.20896,-0.39071,0.0833,0.39018,0.17992,0.0327,0.20931,-0.21643,-0.2983,0.02858,-0.16053,-0.285,0.3067
YMR022W,coding,chr13,318645,319277,W,-0.07331,0.35235,0.69939,0.95937,0.90393,0.80384,0.9111,0.29136,0.65152,0.79522,0.47797,0.38718,0.46285,0.63707,0.63874,0.59078,0.62711,0.38313,0.2102,0.543,0.0642,1.0113
YMR023C,coding,chr13,321017,319705,C,0.70242,0.90653,0.38894,0.12582,0.63496,0.62775,0.17423,0.37968,1.10868,0.43069,0.57423,0.34769,0.68356,0.79426,0.66568,0.76818,0.98087,0.97888,0.68395,0.41338,0.53458,0.54381
YMR024W,coding,chr13,321877,322333,W,-0.00364,0.03618,0.28917,0.48057,0.48285,0.79194,0.35361,0.52367,0.7307,0.53609,0.30564,-0.08949,0.02517,0.21146,0.39221,0.51247,0.67315,0.87225,0.56731,0.98085,0.50031,0.78294
YMR025W,coding,chr13,322981,324021,W,1.04407,0.65693,0.5985,0.30556,0.67769,0.7415,-0.13043,-0.27632,1.47564,0.65307,0.93123,0.10652,0.36625,0.63978,0.3002,1.21914,0.88325,0.88531,0.4226,-0.35804,0.46472,1.01332
YMR026C,coding,chr13,325553,324225,C,0.09384,-0.09557,-0.1609,-0.31167,-0.28931,-0.11252,-0.37634,0.0804,0.13393,-0.22587,-0.74902,0.03967,0.28605,0.01758,0.00914,-0.12042,-0.05459,-0.14205,-0.01938,0.08514,-0.29347,-0.10346
YMR027W,coding,chr13,325797,327069,W,-0.05848,-0.15233,0.3115,0.34359,0.52862,0.93415,0.81769,0.83763,0.51068,0.53656,0.17032,0.12356,0.29435,0.24757,0.22429,0.31829,0.33336,0.44613,0.56201,1.34543,0.00133,0.61821
YMR028W,coding,chr13,327053,328605,W,0.45062,0.37566,0.64578,0.5479,0.73329,0.58502,-0.193,0.31189,1.59314,0.52211,0.39828,0.19553,0.6949,0.76383,0.39045,1.15289,0.21986,0.58286,0.42414,0.18529,0.12092,1.28467
YMR029C,coding,chr13,330297,329489,C,0.33158,0.07698,0.35212,0.21692,0.45417,0.73072,0.21867,0.19365,0.85494,0.80183,0.59917,0.27952,0.45927,0.52284,0.28302,0.63297,0.39053,0.70721,0.22834,0.52262,0.01713,0.75981
YMR030W,coding,chr13,330621,331581,W,0.28054,0.74894,0.72519,1.02646,1.41101,1.28442,0.56827,0.49284,1.76276,1.52338,1.09401,0.23647,0.444,0.66357,0.71942,1.17433,1.12463,1.06846,0.49367,0.25981,0.38729,0.92363
YMR030W-A,coding,chr13,337210,337780,W,-0.14748,0.0162,-0.21757,-1.52303,-0.19868,-1.21617,-2.2091,-0.2162,0.22749,-1.49607,-0.5726,-0.06155,0.15283,0.50281,-0.92041,-0.59342,-1.4838,-1.82487,-2.16473,-0.87512,-0.86575,-1.08658
YMR031C,coding,chr13,334833,332137,C,-0.28642,-0.33655,-0.00582,0.4508,0.83954,1.49843,0.88783,0.40521,1.00827,0.87764,0.93554,-0.18177,-0.55501,-0.69418,-0.73646,-0.33404,0.30182,0.5766,0.2176,0.24285,-0.01621,-0.41052
YMR031W-A,coding,#N/A,#N/A,#N/A,#N/A,0.00209,2.18806,2.03792,NA,NA,NA,0.95228,-0.1517,NA,NA,1.88189,NA,1.71522,2.3102,2.04782,1.69608,NA,1.24392,NA,NA,0.84715,-0.26879
YMR032W,coding,chr13,335197,337237,W,0.0877,-0.16671,-0.84067,-1.48138,-1.15633,-2.25481,-2.27375,-2.05474,-1.26618,-2.04588,-2.19092,-0.09873,-0.14828,-0.52445,-1.11159,-1.35253,-1.82107,-2.27706,-2.19328,-1.84505,-1.18146,-1.67624
YMR033W,coding,chr13,337741,337821,W,0.11986,-0.23853,-0.28906,-0.5232,-0.39302,-0.21941,-0.84723,-0.41008,0.09599,-0.42619,-0.75058,-0.20512,-0.10727,-0.23545,-0.24755,0.20353,-0.24912,0.15634,-0.40166,-0.28205,-0.19902,0.0018
YMR034C,coding,chr13,340945,339145,C,0.06553,0.48435,0.22939,0.45723,0.29082,0.52903,0.78315,0.33749,0.33515,0.57186,0.50767,0.41594,1.12203,1.22958,0.97012,0.26635,0.68205,0.24635,0.25395,0.34635,-0.02324,0.42027
YMR035W,coding,chr13,341101,341725,W,0.13085,0.38239,0.40909,0.207,0.21328,0.05662,0.02583,-0.03949,0.13285,-0.04936,-0.55329,0.15228,0.47145,0.42963,0.32088,0.14636,-0.27381,-0.45679,-0.21002,0.62519,-0.34257,0.08001
YMR036C,coding,chr13,343617,341761,C,-0.07474,0.00082,0.10446,-0.12884,-0.06907,-0.23645,-0.4475,-0.21317,0.05331,0.14247,-0.54037,-0.34981,-0.17023,-0.44907,-0.23918,-0.234,-0.45271,-0.44261,-0.2759,-0.69892,-0.65643,-0.17434
YMR037C,coding,chr13,346969,344177,C,0.145,0.19224,0.53593,0.4237,0.34388,0.44023,0.04407,0.14331,0.72986,0.52993,0.0503,2.26184,2.46809,2.13763,1.82986,1.20514,1.45966,0.34621,1.45318,-0.51419,1.29155,-0.10023
YMR038C,coding,chr13,348297,347441,C,0.574,1.02276,0.94159,1.11164,1.04016,0.86362,0.14708,-0.35974,0.92913,1.10548,0.57041,0.43956,0.689,0.92174,0.88598,0.92859,1.05778,0.31962,-0.65399,0.91107,-0.11705,1.76218
YMR039C,coding,chr13,349681,348617,C,0.22622,-0.36925,-0.12957,-0.34608,0.0756,-0.37228,-1.2247,-0.42301,1.35543,-0.0297,0.01177,-0.57956,-0.4649,0.08823,-0.20125,0.41402,-0.21136,-0.11985,-0.06435,-1.14143,-0.63554,0.72481
YMR040W,coding,chr13,350109,350981,W,0.91152,1.8959,1.47914,1.7249,1.82667,1.19548,0.43442,0.94484,NA,1.20699,0.8398,1.20031,2.20772,2.33443,1.95255,1.51903,1.11197,0.61003,0.61667,0.49273,0.77884,1.39583
YMR041C,coding,chr13,352033,350938,C,0.34276,0.40488,0.98333,1.52005,2.04245,2.75353,2.26257,1.05328,2.25571,2.49163,2.25708,0.19179,0.69035,0.88785,1.32084,1.81156,2.64491,2.47344,1.20834,1.62082,1.25867,2.42536
YMR042W,coding,chr13,352501,353741,W,-0.26424,-0.042,-0.74722,-1.01461,-1.37713,-2.38137,-1.33249,0.10917,-1.93669,-1.58711,-2.67025,0.22423,-0.28598,-0.51709,-0.64537,-1.31758,-1.56748,-1.61274,-0.05791,-0.92062,-1.11935,-1.19499
YMR043W,coding,chr13,353725,355077,W,0.02664,0.03521,0.1381,0.00716,-0.41991,-0.62729,-0.93082,-0.52608,0.00807,-0.05815,-0.71109,0.00231,-0.33112,-0.09543,-0.30763,-0.49961,-0.88624,-0.70955,-0.68351,-0.87577,-0.95148,0.25653
YMR044W,coding,chr13,355341,356861,W,0.2648,-0.14541,-0.2277,-0.34087,-0.28896,-0.32331,-1.14103,-0.72412,0.08384,-0.28613,-0.45104,-0.19974,-0.40362,-0.22973,-0.2983,-0.41654,-0.25027,-0.36415,-0.73039,-1.09019,-0.95304,-0.11942
YMR045C,coding,#N/A,#N/A,#N/A,#N/A,0.16076,-0.49337,0.12666,0.23914,-0.13521,-0.09985,-0.31048,0.04425,-0.11585,0.03651,-1.00064,-0.61093,-0.54584,-0.55941,-0.57567,0.32976,-0.93877,-0.18418,-0.34028,-0.35568,0.24627,0.63038
YMR046C,coding,#N/A,#N/A,#N/A,#N/A,0.23735,NA,NA,NA,0.24472,NA,NA,0.23479,NA,NA,NA,-1.05411,-0.55308,NA,NA,NA,NA,NA,-0.31465,-0.74842,NA,NA
YMR046W-A,coding,#N/A,#N/A,#N/A,#N/A,0.70517,0.95637,0.41327,0.78865,0.38052,-0.07289,0.37622,1.17603,NA,NA,NA,0.18632,1.01618,1.0211,-0.1036,-0.51272,0.62588,0.52279,0.57399,-0.24896,-0.34855,NA
YMR047C,coding,chr13,366793,363553,C,-0.08327,-0.06258,-0.22786,-0.09669,-0.03921,0.19159,-0.06316,-0.0308,0.13802,-0.06886,-0.34698,0.03392,-0.12477,-0.025,0.29148,0.07877,0.29645,0.27007,-0.13901,-0.31058,-0.27413,0.34101
YMR048W,coding,chr13,366957,367933,W,0.10268,0.12422,-0.49863,-1.13026,-0.94276,-0.7189,-0.92572,-0.19917,-0.48677,-0.81018,-0.79849,-0.1988,-0.27938,-0.4445,-0.47699,-0.67263,-0.4678,-0.12008,-0.13798,-0.35141,-0.59968,-0.4996
YMR049C,coding,chr13,370561,368017,C,-0.22954,-0.57064,-0.56572,-1.09492,-1.61726,-3.18107,-3.31252,-1.00019,-1.06975,-2.28908,-3.92248,-0.02585,-0.00674,-0.22327,-0.64435,-1.34216,-2.66602,-3.35677,-1.05066,-2.52927,-1.46785,-1.23169
YMR050C,coding,#N/A,#N/A,#N/A,#N/A,0.0592,-0.40378,0.14123,-0.13754,-0.25844,-0.24697,-0.4174,-0.00052,-0.22279,0.03651,-0.84678,-0.92297,-0.55146,-0.69539,-0.92263,-0.09242,-0.98759,-0.676,-0.33088,-0.34845,0.46044,0.59271
YMR052C-A,coding,#N/A,#N/A,#N/A,#N/A,-0.31745,0.31261,0.22849,1.35688,1.8543,2.4079,2.21764,1.65955,NA,2.72983,1.81358,1.22845,0.40117,0.12268,0.30952,1.1306,2.07642,1.82554,1.15878,1.4158,1.40187,0.98582
YMR052W,coding,chr13,379557,380757,W,0.47829,0.34217,0.50714,0.25166,0.58242,0.03524,-0.32545,0.20468,1.15443,0.22085,0.16578,-0.20687,0.12244,0.67454,0.55793,0.82233,0.52027,0.40172,0.28489,-0.07455,0.00707,1.1804
YMR053C,coding,chr13,382999,380167,C,0.50328,1.09472,1.58971,2.13816,2.60038,2.67989,2.01171,0.92615,2.73843,2.2167,2.12607,0.28871,0.55452,1.03083,1.49574,1.94411,2.34534,2.09267,1.12118,1.39455,1.27517,2.09167
YMR054W,coding,chr13,383077,386045,W,-0.39712,-0.42194,-0.47153,-0.11551,0.06371,0.57019,0.62318,0.06808,0.13315,0.06202,-0.06391,0.07182,-0.20255,-0.35526,-0.0573,-0.14118,0.49732,0.48123,0.04757,0.45851,-0.02745,0.28081
YMR055C,coding,chr13,387065,385985,C,-0.01228,0.46643,0.19581,0.30413,0.055,-0.0858,0.17967,0.16379,-0.32131,-0.04866,-0.44208,0.44804,0.37058,0.31879,0.28158,-0.1145,0.18302,-0.30492,0.05677,-0.1186,-0.25687,0.29863
YMR056C,coding,chr13,388185,387225,C,0.05633,0.62116,0.75213,1.34163,1.38658,1.32715,1.50426,0.9167,0.81281,1.69412,1.03992,0.29596,0.25976,0.47023,1.00607,0.41752,1.52457,0.40828,0.81969,0.52716,-0.20462,1.37397
YMR057C,coding,#N/A,#N/A,#N/A,#N/A,1.95336,1.96231,1.96864,2.34192,2.5633,1.68748,2.66538,1.3306,NA,NA,1.17843,0.04152,0.75232,0.92464,2.00117,1.74846,2.99243,1.19227,0.05539,0.51953,0.95539,0.6551
YMR058W,coding,chr13,388757,390869,W,-0.52551,-0.40263,-0.465,-0.31716,-0.31341,0.31226,0.75293,0.10597,-0.30541,0.12808,-0.7783,-0.00848,-0.17038,-0.24795,-0.24778,-0.46959,0.40659,0.53135,-0.53632,0.24614,0.08953,0.10153
YMR059W,coding,chr13,391053,391525,W,0.67526,-0.00162,0.31427,-0.44153,-0.11654,-1.01546,-1.11161,0.35206,-0.40751,-0.46521,-1.529,-0.16143,0.28449,0.21729,-0.16977,0.21728,-0.88404,-0.63456,-0.18575,-0.03353,-0.35184,-0.44716
YMR060C,coding,chr13,392537,391753,C,0.16024,-0.11648,-0.37721,-0.61391,-0.1686,0.56759,0.07388,0.25081,0.50154,0.23161,0.2582,-0.13657,0.1708,-0.00283,-0.29213,0.33607,0.57984,0.86611,0.48742,0.79166,0.08445,0.1794
