ORF,name,chr,start,end,Yap4_0min,Yap4_5min,Yap4_15min,Yap4_30min,Yap4_45min,Hot1_30min,Msn1_30min,Msn2_0min,Msn2_30min,Msn4_0min,Msn4_30min,Skn7_30min,Smp1_30min,Sko1_0min,Sko1_5min,Sko1_15min,Sko1_30min,Sko1_45min,Yap6_0min,Yap6_30min,Yap4_binding_pat,Sko1_binding_pat
YNR031C,SSK2,14,685434,686010,,,,,,,,,,,,,,,,,,,,,,
YNR036C,,14,694823,695052,,,,,,,,,,,,,,,,,,,,,,
YNR054C,ESF2,14,724306,725305,,,,,,,,,,,,,,,,,,,,,,
YNR060W,FRE4,14,738949,739948,0.716,0.716,1.262,1.476,1.12,,,,,,,,,0.955,0.937,1.041,0.958,0.632,0.644,1.352,3,1
YOL001W,PHO80,15,324364,325248,,,,,,,,,,,,,,,,,,,,,,
YOL007C,CSI2,15,312368,313078,,,,,,,,,,,,0.406,,,,,,,,,,
YOL024W,,15,276939,277085,,,,,,,,,,,,,,,,,,,,,,
YOL030W,GAS5,15,267529,268186,,,,,,,,,,,,0.377,,,,,,,,,,
YOR164C,,15,644333,644566,,,,,,,,,,,,,,,,,,,,,,
YOR188W,MSB1,15,685343,685766,,,,,,,,,,,,,,,,,,,,,,
YOR192C-B,,15,709733,710446,,,,,,,,,,,,,,,,,,,,,,
YOR210W,RPB10,15,737726,738319,,,,,,,,,,,,,,,,,,,,,,
YOR216C,RUD3,15,748980,749301,,,,,,,,,,,,,,,,,,,,,,
YOR234C,RPL33B,15,779406,780405,,,,,,,,,,,,,,,,,,,,0.361,,
YOR240W,,15,784588,784856,,,,,,,,,,,,,,,,,,,,,,
YPL147W,PXA1,16,272814,273253,,,,,,,,,,,,,,,,,,,,,,
YPL153C,RAD53,16,264192,264601,,,,,,,,,,,,,,,,,,,,,,
YPL171C,OYE3,16,227371,228313,0.036,0.552,0.834,0.987,0.761,,,,,,,,,,,,,,,,2,
YPL177C,CUP9,16,213962,214961,,,,,,,,,0.495,,,,,0.903,0.949,0.527,0.812,0.67,1.07,,,1
YPL194W,DDC1,16,179020,179275,,,,,,,,,,,,,,,,,,,,,,
YPL200W,CSM4,16,171154,171482,,,,,,,,,,,,,,,,,,,,,,
YPL218W,SAR1,16,138227,138696,,,,,,,,,,,,,,,,,,,,,,
YPL224C,MMT2,16,128088,128631,,,,,,,,,,,,,,,,,,,,,,
YAR009C,,1,164189,164545,,,,,,,,,,,,,,,,,,,,,,
YAR050W,FLO1,1,202394,203393,,,,,,,,,,,,,,,,,,,0.575,0.36,,
YAR066W,,1,220488,221039,,,,,,,,,,,0.364,,0.392,,,,,,,,,
YBL010C,,2,206953,207197,,,,,,,,,,,,,,,,,,,,,,
YBL016W,FUS3,2,191586,192453,,,,,,,,,,,,,,,,,,,,,,
YBL034C,STU1,2,158393,158659,,,,,,,,,,,,,,,,,,,,,,
YBL040C,ERD2,2,142872,143396,,,,,,,,,,,,,,,,,,,,,,
YBR230C,OM14,2,680046,680357,,,,,,,,,,,,,,,,,,,,0.33,,
YBR248C,HIS7,2,716461,716877,,,,,,,,,,,,,,,,,,,,,,
YBR254C,TRS20,2,724259,724451,,,,,,,,,,,,,,,,,,,,,,
YBR272C,HSM3,2,747799,748056,,,,,,,,,,,,,,,,,,,,,,
YBR278W,DPB3,2,760039,760289,,,,,,,,,,,,,,,,,,,,,,
YBR296C,PHO89,2,798517,799516,0.169,0.315,0.664,1.073,0.88,,,,,,,,0.388,,,,,,,,3,
YBR302C,COS2,2,811474,812373,,,,,,,,,,,,,0.353,0.17,0.584,0.823,0.87,0.682,,,,2
YDL130W-A,STF1,4,228715,229170,,,,,,,,,,,,,,,,,,,,,,
YDL135C,RDI1,4,219289,219662,,,,,,,,,,,,,,,,,,,,,,
YDL153C,SAS10,4,183020,183344,,,,,,,,,,,,,,,,,,,,,,
YDL159W,STE7,4,172314,172481,,,,,,,,,,,,,,,,,,,,,,
YDL177C,,4,141723,142098,,,,,,,,,,,,,,,,,,,,,,
YDL183C,,4,131835,132834,,,,,,,,,,,,,,,,,,,,,,
YDL201W,TRM8,4,99225,99561,0.657,0.364,0.735,1.171,1.189,,,,,,,,,,,,,,,,3,
YDL207W,GLE1,4,87983,88248,,,,,,,,,,,,,,,,,,,,,,
YDR253C,MET32,4,964560,965107,,,,,,,,,,,,,,,,,,,,,,
YDR259C,YAP6,4,975777,976711,1.259,1.257,1.29,1.423,1.387,,,,0.367,,,0.549,,1.667,1.315,1.009,1.345,1.235,1.194,1.146,1,1
YDR273W,DON1,4,1009828,1010169,,,,,,,,,,,,,,,,,,,,,,
YDR279W,RNH202,4,1018362,1019361,0.273,0.238,0.488,0.665,0.667,,,,,,,,,,,,,,,,3,
YDR297W,SUR2,4,1055886,1056544,0.537,0.558,0.8,1.068,0.987,,,,,,,,,,,,,,,0.321,3,
YDR303C,RSC3,4,1071381,1071874,0.09,0.139,0.357,0.61,0.471,,,,,,,,,,,,,,,,3,
YDR319C,,4,1105823,1106090,,,,,,,,,,,,,,,,,,,,,,
YDR324C,UTP4,4,1116759,1117119,,,,,,,,,,,,,,,,,,,,,,
YEL076W-C,,5,3870,4869,,,,,,,,,,,,,,,,,,,,,,
YER005W,YND1,5,160274,160548,,,,,,,,,,,,,,,,,,,,,,
YER021W,RPN3,5,196516,196946,,,,,,,,,,,,,,,,,,,,,,
YER027C,GAL83,5,210232,210691,,,,,,,,,,,,,,,,,,,,,,
YER044C,ERG28,5,238016,238459,,,,,,,,,,,,,,,,,,,,,,
YER048W-A,ISD11,5,249717,250716,,,,,,,,,,,,,,,,,,,,,,
YER064C,,5,284221,285220,0.197,0.216,0.373,0.627,0.635,,,,,,,,,,,,,,,,3,
YER069W,"ARG5,6",5,294811,295407,,,,,,,,,,,,,,,,,,,,,,
YGL044C,RNA15,7,417041,417487,,,,,,,,,,,,,,,,,,,,,,
YGL050W,TYW3,7,404779,405778,,,,,,,,,,,,,,,,,,,,,,
YGL068W,MNP1,7,374830,375089,,,,,,,,,,,,,,,,,,,,,,
YGL092W,NUP145,7,337642,337908,,,,,,,,,,,,,,,,,,,,,,
YGL098W,USE1,7,316556,317344,,,,,,,,,,,,,,,,,,,,,,
YGL116W,CDC20,7,289315,289811,,,,,,,,,,,,,,,,,,,,,,
YGL122C,NAB2,7,280530,280783,,,,,,,,,,,,,,,,,,,,,,
YGR157W,CHO2,7,801828,802444,,,,,,,,,,,,,,,,,,,,0.347,,
YGR161C-D,,7,823021,824020,0.441,0.305,0.756,0.732,0.828,,,,,,,,,,,,,,,,3,
YGR177C,ATF2,7,850442,851052,0.389,0.183,0.328,0.527,0.569,,,,,,,,,,,,,,,,3,
YGR183C,QCR9,7,859482,859906,,,,,,,,,,,,,,,,,,,,,,
YGR201C,,7,903203,903479,,,,,,,,,,,,,,,,,,,,,,
YGR207C,,7,911634,911888,,,,,,,,,,,,,,,,,,,,,,
YGR225W,AMA1,7,944650,945147,,,,,,,,,,,,,,,,,,,,,,
YGR231C,PHB2,7,953483,953962,,,,,,,,,,,,,,,,,,,,,,
YHR179W,OYE2,8,461529,462500,1.173,0.645,1.135,1.51,1.408,,,,,,,,,,,,,,,,3,
YHR185C,PFS1,8,475340,475998,0.591,0.288,0.728,0.724,0.657,,,,,,,,,,,,,,,,3,
YHR203C,RPS4B,8,505530,506318,,,,,,,,,,,,,,,,,,,,,,
YHR209W,,8,518712,519435,,,,,,,,,,,,,,,,,,,,,,
YIL005W,EPS1,9,345180,345688,,,,,,,,,,,,,,,,,,,,,,
YIL010W,DOT5,9,334533,334878,,,,,,,,,,,,,,,,,,,,,,
YIL027C,KRE27,9,304103,304475,,,,,,,,,,,,,,,,,,,,,,
YIL033C,BCY1,9,291669,292632,,,,,,,,,,,,,,,,,,,,,,
YJL118W,,10,191010,191558,,,,,,,,,,,,,,,,,,,,,,
YJL124C,LSM1,10,187565,187924,,,,,,,,,,,,,,,,,,,,,,
YJL148W,RPA34,10,139355,140354,,,,,,,,,,,,,,,,,,,0.541,,,
YJL166W,QCR8,10,106065,106426,,,,,,,,,,,,,,,,,,,,,,
YJL172W,CPS1,10,96731,97730,,,,,,,,,,,,,,,,,,,,,,
YJL190C,RPS22A,10,75302,75932,,,,,,,,,,,,,,,,,,,,,,
YJL196C,ELO1,10,68782,69337,0.125,0.038,0.3,0.478,0.403,,,,,,,,,,,,,,,,3,
YKL110C,KTI12,11,229527,230526,1.169,1.592,1.707,2.001,1.893,,,,,,,,0.406,,,,,,,,1,
YKL116C,PRR1,11,222547,222998,,,,,,,,,,,,,,,,,,,,,,
YKL134C,1-Oct,11,191444,191680,,,,,,,,,,,,,,,,,,,,,,
YKL140W,TGL1,11,180268,180783,,,,,,,,,,,,,,,,,,,,,,
YKL158W,,11,153996,154995,,,,,,,,,,,,,,,,,,,,,,
YKL163W,PIR3,11,143406,144405,,,,,,,,,,,,0.568,,1.163,1.202,1.072,1.204,1.077,,0.402,,1
YKL181W,PRS1,11,106831,107320,,,,,,,,,,,,,,,,,,,,,,
YKL187C,,11,91542,92541,-0.023,0.333,0.531,0.519,0.387,,,,,,,,,,,,,,,,2,
YLR093C,NYV1,12,327417,327731,,,,,,,,,,,,,,,,,,,,,,
YLR099C,ICT1,12,340930,341326,,,,,,,,,,,,,,,,,,,,,,
YLR117C,CLF1,12,384536,384726,,,,,,,,,,,,,,,,,,,,,,
YLR141W,RRN5,12,423474,423683,,,,,,,,,,,,,,,,,,,,,,
YLR147C,SMD3,12,434465,434642,,,,,,,,,,,,,,,,,,,,,,
YLR163C,MAS1,12,493257,493885,,,,,,,,,,,,,,,,,,,,,,
YLR466W,YRF1-4,12,1066561,1067083,,,,,,,,,,,,,,,,,,,,,,
YML005W,TRM12,13,259221,260220,,,,,,,,,,,,,,,,,,,,,,
YML020W,,13,230813,231148,,,,,,,,,,,,,,,,,,,,,,
YML026C,RPS18B,13,223829,224406,,,,,,,,,,,,,,,,,,,,,,
YML045W,,13,183461,184460,0.999,0.757,1.279,1.292,1.177,,,,,,,,,,,,,,,,1,
YML049C,RSE1,13,178306,178426,,,,,,,,,,,,,,,,,,,,,,
YML065W,ORC1,13,141533,142209,,,,,,,,,,,,,,,,,,,,,,
YML071C,COG8,13,131573,132572,,,,,,,,,,,,,,,,,,,,,,
YMR225C,MRPL44,13,721403,721592,,,,,,,,,,,,,,,,,,,,,,
YMR231W,PEP5,13,733455,733543,,,,,,,,,,,,,,,,,,,,,,
YMR250W,GAD1,13,769800,770799,,,,,,,,,,,,,,,,,,,,,,
YMR255W,GFD1,13,777189,777999,0.122,0.153,0.306,0.408,0.245,,,,,,,,,,,,,,,,3,
YMR273C,ZDS1,13,813980,814363,,,,,,,,,,,,,,,,,,,,,,
YMR279C,,13,826351,827027,0.376,0.428,0.76,0.878,0.819,,,,,,,,,,,,,,,,3,
YMR295C,,13,858890,859214,,,,,,,,,,,,,,,,,,,,,,
YMR301C,ATM1,13,869627,870072,,,,,,,,,,,,,,,,,,,,,,
YNL282W,POP3,14,106693,107684,0.442,0.279,0.371,0.553,0.536,,,,,,,0.49,,,,,,,,0.343,3,
YNL298W,CLA4,14,68393,68912,,,,,,,,,,,,,,,,,,,,,,
YNL304W,YPT11,14,59791,60481,,,,,,,,,,,,,,,,,,,,,,
YNL322C,KRE1,14,34235,34695,,,,,,,,,,,,,,,,,,,,,,
YNL328C,MDJ2,14,23275,24047,,,,,,,,,,,,,,,,,,,,,,
YNR007C,ATG3,14,640115,640396,,,,,,,,,,,,,,,,,,,,,,
YNR013C,PHO91,14,651713,652465,,,,,,,,,,,,,,,,,,,,,,
YOR070C,GYP1,15,457822,458821,,,,,,,,,,,,0.351,,,,,,,,,,
YOR076C,SKI7,15,471622,471900,,,,,,,,,,,,,,,,,,,,,,
YOR094W,ARF3,15,502452,502794,,,,,,,,,,,,,,,,,,,,,,
YOR100C,CRC1,15,514279,515244,,,,,,,,,,,,,,,,,,,,,,
YOR118W,,15,546333,546856,,,,,,,,,,,,,,,,,,,,,,
YOR124C,UBP2,15,558643,559030,,,,,,,,,,,,,,,,,,,,,,
YOR142W,LSC1,15,592587,593056,,,,,,,,,,,,,,,,,,,,,,
YPL052W,OAZ1,16,458455,459069,,,,,,,,,,,,,,,,,,,,,,
YPL058C,PDR12,16,450375,451374,,,,,,,,,,,,,,,,,,,,,,
YPL075W,GCR1,16,411282,412250,0.434,0.532,0.781,1.101,1.04,,,,,,,,,,,,,,,0.418,3,
YPL081W,RPS9A,16,404080,404946,,,,,,,,,,,,0.361,,0.369,0.406,0.494,0.493,0.469,,,,1
YPL099C,,16,364066,364383,,,,,,,,,,,,,,,,,,,,,,
YPL105C,,16,355410,355697,,,,,,,,,,,,,,,,,,,,,,
YPL123C,RNY1,16,318945,319225,,,,,,,,,,,,,,,,,,,,,,
YPL129W,TAF14,16,305057,305296,,,,,,,,,,,,,,,,,,,,,,
YPR144C,NOC4,16,821420,822419,0.295,0.122,0.307,0.681,0.526,,,,,,,,,,,,,,0.414,0.343,3,
YPR164W,MMS1,16,869951,870698,,,,,,,,,,,,,,,,,,,,,,
YPR188C,MLC2,16,912476,912660,,,,,,,,,,,,,,,,,,,,,,
YPR194C,OPT2,16,926934,927933,,,,,,,,,,,,,,,,,,,,,,
YBR048W,RPS11B,2,332358,332828,,,,,,,,,,,,,,,,,,,,,,
YBR054W,YRO2,2,342099,343098,2.148,1.957,2.481,2.481,2.382,,,,,,,,,0.481,0.431,0.496,0.67,0.566,,0.78,1,2
YBR072W,HSP26,2,381043,382026,0.428,1.678,2.088,2.19,1.732,,,,,,,,,,,,,,,0.908,2,
YBR078W,ECM33,2,392287,393117,,,,,,,,,,,,0.93,,,,,,,,,,
YBR094W,PBY1,2,431030,432029,,,,,,,,,,,,,,,,,,,,,,
YBR100W,,2,441309,441508,,,,,,,,,,,,,,,,,,,,,,
YBR118W,TEF2,2,476665,477664,0.405,0.324,0.469,0.65,0.631,,,,,,,,,1.259,1.17,1.014,1.24,1.174,,0.538,3,1
YCR059C,YIH1,3,224226,224394,,,,,,,,,,,,,,,,,,,,,,
YCR065W,HCM1,3,228786,229304,,,,,,,,,,,,,,,,,,,,0.466,,
YCR086W,CSM1,3,262448,263387,,,,,,,,,,,,,,,,,,,,,,
YCR091W,KIN82,3,273400,274399,,,,,,,,,,,,,,,,,,,,,,
YDL001W,RMD1,4,447575,447980,,,,,,,,,,,,,,,,,,,,,,
YDL007W,RPT2,4,437044,438043,,,,,,,,,,,,,,,,,,,,,,
YDL025C,,4,407204,408203,,,,,,,,,,,,,,,,,,,,,,
YDL031W,DBP10,4,393909,394213,,,,,,,,,,,,,,,,,,,,,,
YDR082W,STN1,4,610077,610436,,,,,,,,,,,,,,,,,,,,,,
YDR088C,SLU7,4,619641,620640,,,,,,,,,,,,,,,,,,,,0.33,,
YDR104C,SPO71,4,664906,665344,,,,,,,,,,,,,,,,,,,,,,
YDR110W,FOB1,4,675662,676096,,,,,,,,,,,,,,,,,,,,,,
YDR128W,,4,709245,709543,,,,,,,,,,,,,,,,,,,,,,
YDR134C,,4,721477,722476,,,,,,,,,,,,,,,,,,,,,,
YDR152W,GIR2,4,765150,765700,,,,,,,,,,,,,,,,,,,,,,
YDR158W,HOM2,4,769933,770351,,,,,,,,,,,,,,,,,,,,,,
YDR448W,ADA2,4,1355543,1356054,,,,,,,,,,,,0.377,,,,,,,,,,
YDR454C,GUK1,4,1366818,1367475,,,,,,,,,,,,,,,,,,,,,,
YDR472W,TRS31,4,1402554,1403311,,,,,,,,,,,,,,,,,,,,0.444,,
YDR478W,SNM1,4,1414264,1414564,,,,,,,,,,,,,,,,,,,,,,
YDR496C,PUF6,4,1443394,1443703,,,,,,,,,,,,,,,,,,,,,,
YDR502C,SAM2,4,1454455,1455032,,,,,,,,,,,,,,,,,,,,,,
YDR520C,,4,1483394,1483785,,,,,,,,,,,,,,,,,,,,,,
YDR525W-A,SNA2,4,1489788,1490585,,,,,,,0.432,,0.774,,,2.532,,0.255,0.697,0.566,0.452,0.478,0.879,0.819,,3
YER189W,,5,570150,571149,,,,,,,,,,,,,,,,,,,,,,
YFL003C,MSH4,6,137153,138152,0.361,0.156,0.337,0.399,0.429,,,,,,,,,,,,,,,,3,
YFL018C,LPD1,6,103122,103693,,,,,,,,,,,,,,,,,,,,,,
YFL024C,EPL1,6,90344,90984,,,,,,,,,,,,,,,,,,,,,,
YFL041W,FET5,6,48925,49138,,,,,,,,,,,,,,,,,,,,,,
YFL047W,RGD2,6,40180,40420,,,,,,,,,,,,,,,,,,,,,,
YFL065C,,6,3339,4338,,,,,,,,,,,,,,,,,,,,,,
YFR003C,YPI1,6,153120,153388,,,,,,,,,,,,,,,,,,,,,,
YGL248W,PDE1,7,35212,35652,,,,,,,,,,,,,,,,,,,,,,
YGL254W,FZF1,7,22108,22303,,,,,,,,,,,,,,,,,,,,,,
YGR009C,SEC9,7,511007,511549,0.428,0.557,0.801,1.153,1.009,,,,,,,,,,,,,,,,3,
YGR015C,,7,522081,522265,,,,,,,,,,,,,,,,,,,,,,
YGR031W,,7,546161,546444,0.523,0.699,0.772,1.084,0.996,,,,,,,,,,,,,,,,3,
YGR037C,ACB1,7,559999,560686,,,,,,,,,,,,,,,,,,,,,,
YGR053C,,7,595842,596697,,,,,,,,,,,,,,,,,,,,,,
YGR059W,SPR3,7,607147,607566,,,,,,,,,,,,,,,,,,,,,,
YHR008C,SOD2,8,123585,124103,,,,,,,,,,,,0.666,,,,,,,,,,
YHR014W,SPO13,8,131439,132038,,,,,,,,,,,,,,,,,,,,,,
YHR031C,RRM3,8,172963,173336,,,,,,,,,,,,,,,,,,,,,,
YHR037W,PUT2,8,181752,181968,,,,,,,,,,,,,,,,,,,,,,
YHR053C,CUP1-1,8,212722,213186,,,,,,,,,,,,,,,,,,,,,,
YHR059W,FYV4,8,219885,220108,,,,,,,,,,,,,,,,,,,,,,
YHR076W,PTC7,8,250102,251101,,,,,,,,,,,,,,,,,,,,,,
YHR081W,LRP1,8,266839,267538,,,,,,,,,,,,,,,,,,,,,,
YIL160C,POT1,9,41445,41825,,,,,,,,,,,,,,,,,,,,,,
YIL166C,,9,32567,33566,,,,,,,,,,,,,,,,,,,,,,
YIR007W,,9,369905,370700,,,,,,,,,,,,,,,,,,,,,,
YIR013C,GAT4,9,380382,381083,,,,,,,,,,,,,1.728,,,,,,0.78,0.333,,
YIR030C,DCG1,9,412768,413012,,,,,,,,,,,,,0.342,,,,,,,,,
YIR036C,,9,422863,423125,,,,,,,,,,,0.42,,,,,,,,,,,
YJL010C,,10,419478,419872,,,,,,,,,,,,,,,,,,,,,,
YJL016W,,10,404861,405503,,,,,,,,,,,,,,,,,,,,,,
YJR098C,,10,615071,615490,,,,,,,,,,,,,,,,,,,,,,
YJR104C,SOD1,10,622928,623494,,,,,,,,,0.42,,,0.431,,,,,,,,,,
YJR122W,CAF17,10,649057,649690,0.479,0.495,0.744,1.017,1.006,,,,,,,,,,,,,,,,3,
YJR145C,RPS4A,10,702984,703983,1.657,1.799,1.381,1.69,1.689,,0.438,,,,,,,1.075,0.994,0.937,0.935,0.907,0.987,1.011,1,1
YJR151C,DAN4,10,715656,716655,,,,,,,,,,,,,,,,,,,,,,
YKL006W,RPL14A,11,430549,431548,,,,,,,,,,,,,,,,,,,,0.332,,
YKL012W,PRP40,11,417666,417952,,,,,,,,,,,,,,,,,,,,,,
YKR089C,TGL4,11,608008,608588,,,,,,,,,,,,,,,,,,,,,,
YKR095W,MLP1,11,618447,619446,,,,,,,0.433,,,,,0.351,,,,,,,,,,
YLL007C,,12,136299,136344,,,,,,,,,,,,,,,,,,,,,,
YLL013C,PUF3,12,124714,125533,0.243,0.208,0.305,0.355,0.338,,,,,,,0.331,,,,,,,,,1,
YLL036C,PRP19,12,68256,68579,,,,,,,,,,,,,,,,,,,,,,
YLL054C,,12,35204,35502,1.748,1.618,1.889,1.95,1.899,,,,,,,,,,,,,,,,1,
YLL060C,GTT2,12,21840,22839,0.21,0.287,0.55,0.763,0.671,,,,,,,,,,,,,,,,3,
YLR291C,GCD7,12,719465,719791,,,,,,,,,,,,,,,,,,,,,,
YLR297W,,12,723046,724045,,,,,,,,,0.4,,,0.456,,,,,,,,,,
YLR314C,CDC3,12,764138,764808,,,,,,,,,,,,,,,,,,,,,,
YLR320W,MMS22,12,771684,771939,,,,,,,,,,,,,,,,,,,,,,
YLR344W,RPL26A,12,818312,819311,,,,,,,,,,,,,,,,,,,,0.348,,
YLR362W,STE11,12,849678,849864,,,,,,,,,,,,,,,,,,,,,,
YLR368W,MDM30,12,857316,857538,,,,,,,,,,,,,,,,,,,,,,
YMR063W,RIM9,13,396378,397075,,,,,,,,,,,,,,,,,,,,,,
YMR080C,NAM7,13,429627,430078,,,,,,,,,,,,,,,,,,,,,,
YMR109W,MYO5,13,486146,486585,,,,,,,,,,,,,,,,,,,,,,
YMR126C,,13,521789,522328,,,,,,,,,,,,,,,,,,,,,,
YMR132C,JLP2,13,535570,536206,,,,,,,,,,,,,,,,,,,,,,
YNL097C,PHO23,14,442359,443358,,,,,,,,,,,,,,0.358,1.529,1.489,0.692,0.794,,,,3
YNL103W,MET4,14,426754,427734,,,,,,,,,,,,,,,,,,,,,,
YNL121C,TOM70,14,400538,401040,,,,,,,,,,,,,,,,,,,,,,
YNL127W,FAR11,14,383663,383986,,,,,,,,,,,,,,,,,,,,,,
YNL145W,MFA2,14,352017,352413,0.883,0.546,0.735,1.173,1.141,,,,,,,,,,,,,,0.601,0.468,3,
YNL151C,RPC31,14,348522,349367,,,,,,,,,,,,,,,,,,,,,,
YNL169C,PSD1,14,317672,318030,,,,,,,,,,,,,,,,,,,,,,
YNL175C,NOP13,14,308613,308957,,,,,,,,,,,,,,,,,,,,,,
YOL060C,MAM3,15,216137,217125,1.05,1.445,1.464,1.732,1.604,,,,,,,0.383,,0.29,0.614,0.493,0.582,0.407,0.424,0.529,1,2
YOL066C,RIB2,15,204471,204730,,,,,,,,,,,,,,,,,,,,,,
YOL084W,PHM7,15,161355,162354,0.041,0.178,0.324,0.385,0.321,,,,0.549,,,0.37,,0.344,0.915,0.949,0.806,0.736,,0.453,2,3
YOL090W,MSH2,15,147162,147380,,,,,,,,,,,,,,,,,,,,,,
YOL112W,MSB4,15,106292,106708,,,,,,,,,,,,,,,,,,,,,,
YOL130W,ALR1,15,73399,74398,0.219,0.795,1.243,1.344,0.996,,,,,,,,,,,,,,,0.406,2,
YOL136C,PFK27,15,68754,69375,0.45,0.613,0.746,1.067,0.891,,,,,,,0.467,,0.735,0.449,0.48,0.804,0.629,,,3,1
YOR271C,,15,832040,832810,,,,,,,,,,,,,,,,,,,0.405,,,
YOR295W,UAF30,15,868948,869204,,,,,,,,,,,,,,,,,,,,,,
YOR317W,FAA1,15,908338,909337,,,,,,,,,,,,,,1.235,1.199,1.088,1.195,1.077,,0.335,,1
YOR323C,PRO2,15,922901,923227,,,,,,,,,,,,,,,,,,,,,,
YOR341W,RPA190,15,960177,960981,,,,,,,,,,,,,,,,,,,,,,
YPL254W,HFI1,16,68882,69484,,,,,,,,,,,,,,,,,,,,,,
YPL258C,THI21,16,55154,56153,,,,,,,,,,,,,,0.523,0.515,0.76,0.401,0.434,,,,3
YPL276W,,16,16948,17947,1.216,0.936,1.63,1.904,1.874,,,,,,,,,,,,,,,,3,
YPL282C,,16,8428,9427,,,,,,,,,,,,,,,,,,,,,,
YPR016C,TIF6,16,593067,593483,,,,,,,,,,,,,,,,,,,,,,
YPR022C,,16,607310,608309,,,,,,,,,,,,,0.59,,,,,,,,,
YPR040W,TIP41,16,647035,647301,,,,,,,,,,,,,,,,,,,,,,
YPR046W,MCM16,16,656549,656795,,,,,,,,,,,,,,,,,,,,,,
YAL013W,DEP1,1,129020,129270,,,,,,,,,,,,,,,,,,,,,,
YAL019W,FUN30,1,114616,114919,,,,,,,,,,,,,,,,,,,,,,
YAL035W,FUN12,1,76153,76427,,,,,,,,,,,,,,,,,,,,,,
YAL041W,CDC24,1,62564,62840,,,,,,,,,,,,,,,,,,,,,,
YAL060W,BDH1,1,34702,35155,,,,,,,,,,,,,,,,,,,,,,
YAL064W-B,,1,11952,12046,,,,,,,,,,,,,,,,,,,,,,
YBR142W,MAK5,2,528032,528310,,,,,,,,,,,,,,,,,,,,,,
YBR148W,YSW1,2,537459,537869,,,,,,,,,,,,,,,,,,,,,,
YBR165W,UBS1,2,568421,568846,,,,,,,,,,,,,,,,,,,,,,
YBR171W,SEC66,2,578081,578358,,,,,,,,,,,,,,,,,,,,,,
YBR189W,RPS9B,2,604102,604502,,,,,,,,,,,,,,,,,,,,,,
YBR195C,MSI1,2,611878,612231,,,,,,,,,,,,,,,,,,,,,,
YBR213W,MET8,2,649899,650362,,,,,,,,,,,,,,,,,,,,,,
YBR219C,,2,663299,664298,,,,,,,,,,,,,,,,,,,,,,
YDL048C,STP4,4,368212,369211,0.285,0.649,0.777,0.934,0.967,,,,0.52,,,,,0.73,0.64,0.605,0.905,0.759,0.438,0.375,2,1
YDL054C,MCH1,4,361286,361699,,,,,,,,,,,,,,,,,,,,,,
YDL072C,YET3,4,330448,331025,,,,,,,,,,,,,,,,,,,,,,
YDL078C,MDH3,4,316389,316971,,,,,,,,,,,,,,,,,,,,,,
YDL102W,POL3,4,276581,276871,,,,,,,,,,,,,,,,,,,,,,
YDL120W,YFH1,4,245582,245922,,,,,,,,,,,,,,,,,,,,,,
YDL126C,CDC48,4,238665,239019,,,,,,,,,,,,,,,,,,,,0.339,,
YDR175C,RSM24,4,814148,814447,,,,,,,,,,,,,,,,,,,,,,
YDR180W,SCC2,4,820819,821289,,,,,,,,,,,,,,,,,,,,,,
YDR198C,RKM2,4,853968,854274,,,,,,,,,,,,,,,,,,,,,,
YDR204W,COQ4,4,857948,858131,,,,,,,,,,,,,,,,,,,,,,
YDR218C,SPR28,4,905047,905449,,,,,,,,,,,,,,,,,,,,,,
YDR224C,HTB1,4,914707,915524,,,,,,,,,,,,,,,,,,,,,,
YDR242W,AMD2,4,945801,946800,0.239,0.103,0.353,0.441,0.424,,,,,,,,,0.53,0.442,0.49,0.421,0.356,,,3,1
YDR248C,,4,958334,958675,,,,,,,,,,,,,,,,,,,,,,
YEL004W,YEA4,5,146754,146949,,,,,,,,,,,,,,,,,,,,,,
YEL020W-A,TIM9,5,116970,117210,,,,,,,,,,,,,,,,,,,,,,
YEL026W,SNU13,5,101251,101942,,,,,,,,,,,,,,,,,,,,,,
YEL044W,IES6,5,68792,69756,2.57,2.198,2.128,2.276,2.289,,0.524,,0.68,,,1.408,,0.684,0.948,0.858,0.83,0.867,0.87,1.003,1,1
YEL050C,RML2,5,60852,61851,,,,,,,,,,,,,,,,,,,,,,
YEL073C,,5,7554,8553,,,,,,,,,,,,,,,,,,,,,,
YFR021W,ATG18,6,193800,194799,,,,,,,,,,,,,,,,,,,,,,
YFR026C,,6,206246,207245,,,,,,,,,,,,,,,,,,,,,,
YFR042W,,6,238242,238444,,,,,,,,,,,,,,,,,,,,,,
YFR048W,RMD8,6,245153,246132,,,,,,,,,,,,,,,,,,,,,,
YGL009C,LEU1,7,478658,479657,,,,,,,,,,,,,,0.711,0.655,0.48,0.599,0.709,,,,1
YGL015C,,7,465441,466146,,,,,,,,,,,,,,,,,,,,,,
YGL033W,HOP2,7,434630,435629,,,,,,,,,,,,,,,,,,,,,,
YGL039W,,7,422967,423966,,,,,,,,,,,,,,,,,,,,,,
YGR077C,PEX8,7,639518,639776,,,,,,,,,,,,,,,,,,,,,,
YGR083C,GCD2,7,646820,647127,,,,,,,,,,,,,,,,,,,,,,
YGR101W,PCP1,7,693101,693366,,,,,,,,,,,,,,,,,,,,,,
